Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Final test accuracy
23,1.9494736841703717,1.978947368380898,0.9978947368019505,1.485263157854582,2.2368421051828484,1.8494736841703716,2.170526315789474,2.782105262997276,5.085263157734118,5.676842105102539,6.903157894415604,9.970526315468236,18.96,28.159999999678764,52.18631578947368,80.47368420924137,1.41,1.72,0.65,0.82,2.2,1.37,2.07,2.44,6.39,6.41,9.66,9.61,20.53,28.84,48.74,59.96,60.95
24,1.843157894736842,1.823157894736842,0.8863157894736842,1.3873684210526316,2.088421052631579,1.64,2.0442105263157893,2.8221052631578947,4.829473684170372,5.227368421012477,6.68631578943353,9.00842105255127,17.98842105263158,27.030526315789473,52.18315789345189,80.44315789473684,1.61,1.58,1.14,1.64,1.66,1.57,1.84,2.75,5.27,6.06,6.92,11.86,20.24,29.26,45.26,60.4,60.95
25,1.92,1.9578947368421054,1.0094736841703715,1.630526315749319,2.289473684210526,1.9252631578144275,2.3505263157091645,3.188421052631579,5.536842105182848,6.28842105255127,7.334736842024954,10.373684210446006,19.010526315468237,28.322105262836658,51.92631578883121,80.30105263157894,1.92,2.21,1.32,1.96,1.94,2.39,2.85,2.88,4.6,5.71,6.16,9.44,17.91,28.06,44.95,60.23,60.95
26,1.8621052631578947,2.028421052631579,0.9484210526315789,1.4452631578947368,2.102105263157895,1.7242105263157894,2.0810526315789475,2.9,5.137894736842105,5.814736842105263,7.077894736801951,9.690526315789473,18.331578947328268,28.123157894736842,51.57684210526316,80.46631578947368,1.74,2.19,1.36,1.69,2.74,1.42,2.26,2.7,6.07,6.94,7.37,11.57,20.41,27.76,46.99,60.34,60.95
27,1.80210526311774,1.9052631578545822,1.0115789473684211,1.4442105262756348,2.251578947288112,1.8210526315789475,2.1242105263157893,2.859999999919691,5.257894736761796,5.8589473684210525,7.00421052623548,9.850526315468237,18.663157894415605,27.774736841462786,52.729473683246816,80.40526315725226,2.2,1.72,1.17,1.3,2.03,1.69,2.13,2.82,4.4,4.98,5.77,10.89,18.98,28.9,47.29,60.27,60.95
28,1.8863157893933749,1.8199999999196905,1.047368421012477,1.5747368420249537,2.237894736761796,1.9547368420249538,2.306315789393375,3.1315789472881117,5.267368420892013,6.06,7.243157894576223,10.249473683889288,18.844210526315788,28.62842105231034,52.98947368421052,80.36421052631579,2.09,2.14,1.26,1.57,3.35,1.86,2.84,3.58,6.77,7.97,8.77,12.81,22.71,31.14,48.56,60.14,60.95
29,1.9631578946966874,1.84210526311774,0.9357894736842105,1.516842105263158,2.353684210526316,1.8894736842105264,2.2673684210526317,3.0894736842105264,5.4052631578545824,6.184210526275635,7.51789473680195,10.108421052591424,19.25999999983938,28.35999999983938,51.74947368356805,80.66631578947369,1.75,1.8,1.03,1.52,2.01,1.66,2.09,2.49,5.34,5.67,7.37,9.27,18.03,25.9,44.82,60.28,60.95
30,2.0484210525914244,1.9368421052230032,0.9905263157493189,1.62210526311774,2.2294736841703715,1.8115789473282664,2.2473684210124767,3.0326315789072136,5.123157894656533,5.812631578867059,6.7968421052230035,9.630526315709163,18.146315789473686,27.279999999357525,51.730526315789476,80.41368421052631,1.7,1.58,0.5,0.57,0.55,0.54,0.6,0.58,1.32,1.66,2.64,3.47,11.75,22.91,44.41,60.55,60.95
31,1.88,1.828421052631579,0.9484210526315789,1.4105263157894736,2.0557894736842104,1.6631578947368422,2.0263157894335295,2.658947368340743,4.915789473644056,5.579999999919691,6.594736842024954,9.449473684130217,18.166315789393376,27.931578947368422,52.805263157894736,80.61473684210526,1.7,1.79,0.95,1.29,2.24,1.84,1.72,1.78,4.61,5.84,6.73,9.84,18.56,27.47,44.92,60.0,60.95
32,1.8778947368421053,1.8042105263157895,0.9778947368421053,1.4936842105263157,2.156842105263158,1.78,2.0810526315789475,2.776842105263158,4.982105263157894,5.793684210486161,6.884210526275635,9.933684210365698,18.503157894576223,27.833684210205078,52.59052631482576,80.5884210519891,1.95,2.45,2.16,2.53,3.05,2.62,3.25,3.87,8.47,10.9,10.75,15.37,22.4,30.8,48.78,60.02,60.95
33,1.9947368421052631,1.8736842105263158,0.9589473684210527,1.4589473684210525,2.0557894736842104,1.7073684210526316,2.0473684210526315,2.816842105263158,4.956842105263158,5.634736842105263,6.877894736842105,9.556842105263158,18.284210526275636,27.714736842105264,52.54631578850997,80.64526315660979,1.97,2.26,0.63,0.98,1.81,2.32,2.99,3.45,7.36,8.17,9.92,13.91,20.04,28.38,47.1,60.33,60.95
34,2.0031578946966873,1.8431578946966873,0.9368421052631579,1.5242105263157895,2.1294736842105264,1.8010526315789475,2.2136842105263157,3.0631578946966873,5.116842105223003,5.786315789433529,6.913684210486161,9.647368421012477,18.12842105263158,27.087368420892012,51.85999999935753,80.41578947239925,1.94,2.25,0.77,1.49,1.65,1.26,1.76,1.85,3.75,4.18,5.19,8.36,17.8,26.15,43.81,60.02,60.95
35,1.9073684210526316,1.8368421052631578,0.96,1.5126315789473683,2.1052631578947367,1.8568421052631578,2.2294736842105265,2.9242105263157896,5.081052631578947,5.818947368340743,6.890526315789474,9.98,18.587368420892012,28.26,52.891578947047186,80.25684210526316,1.72,2.15,0.84,1.15,1.96,1.43,1.55,2.33,4.08,5.36,5.33,8.1,17.01,25.95,44.71,60.25,60.95
36,1.976842105263158,1.9684210526315788,1.0578947368421052,1.5368421052631578,2.271578947368421,1.8621052631578947,2.303157894736842,3.02,5.194736842065108,6.103157894736842,6.833684210446006,9.74,18.57684210510254,27.673684210526314,52.369473684210526,80.51578947239926,2.08,1.93,0.5,0.92,2.35,0.98,1.57,2.35,4.19,6.22,7.04,11.7,19.97,30.25,46.34,60.45,60.95
37,1.8978947368019505,1.8810526315789473,0.9536842105263158,1.4421052631578948,1.9757894736842105,1.7357894736842105,2.051578947368421,2.7536842105263157,4.895789473684211,5.685263157894737,6.673684210486161,9.56631578943353,18.474736842024953,27.783157894415606,52.05157894704718,80.7389473671361,1.74,2.59,0.92,1.44,2.09,1.31,1.95,2.69,4.28,4.94,6.4,7.74,16.68,26.14,44.8,60.4,60.95
38,2.0094736841703718,1.9673684210124769,0.9484210526315789,1.451578947368421,2.1726315789473682,1.7957894736842106,2.1315789473684212,2.8526315789473684,5.067368420972322,5.802105263077586,6.691578947288112,9.556842105182849,18.16947368404991,27.05684210494192,51.50947368388929,80.44842105134663,1.58,2.12,1.01,1.22,1.51,1.38,1.65,1.78,4.42,5.18,7.23,10.14,19.3,27.5,44.11,60.06,60.95
39,1.845263157894737,1.9178947368421053,0.9726315789473684,1.563157894736842,2.2042105263157894,1.8705263157894736,2.276842105263158,2.9589473684210525,5.3052631578947365,6.077894736842105,7.105263157894737,10.146315789473684,18.776842105223004,28.348421052310343,52.51263157862613,80.40736841976768,1.88,2.37,0.68,0.99,1.84,1.0,1.37,1.39,3.43,3.09,4.18,5.26,16.21,26.01,46.73,60.21,60.95
40,1.908421052631579,1.9084210525914242,0.8526315789473684,1.3484210525914242,2.2063157894335297,1.6768421051828484,2.058947368340743,2.669473684130217,5.161052631578947,5.891578947207802,6.856842105263158,9.886315789313066,18.56105263125771,27.89894736777858,52.04210526251542,80.4578947368421,2.37,2.46,1.26,1.75,2.9,3.03,2.82,3.9,5.77,6.9,8.01,10.28,18.47,29.26,46.89,60.07,60.95
41,2.1052631578947367,1.9673684210526317,0.9515789473684211,1.5421052631578946,2.1621052631578945,1.8736842105263158,2.2694736841703715,3.067368421012477,5.115789473603901,5.998947368340743,6.854736842105263,9.795789473684211,18.16421052615517,27.58421052615517,51.6431578944156,80.67894736777858,2.02,2.25,1.86,3.08,2.81,2.46,3.5,4.41,6.21,6.88,7.73,11.92,20.54,29.1,48.19,60.43,60.95
42,1.9463157894335295,1.9305263157493189,1.0536842105263158,1.6189473684210527,2.2526315789072138,1.8547368420651085,2.2547368420249536,2.9926315789072135,5.173684210365697,5.843157894415604,6.890526315468236,10.034736841784026,19.08421052615517,28.46105263093647,52.999999999678764,80.50421052567332,1.72,2.36,0.93,1.56,2.05,2.09,2.71,3.33,6.08,7.36,8.95,12.06,19.38,26.39,44.18,60.36,60.95
43,1.9694736841703715,1.8410526315387927,0.9210526315387927,1.4642105262756349,2.26,1.8389473684210527,2.272631578907214,2.8463157894335294,5.4115789473684215,6.253684210486161,7.1536842104460066,10.389473684130216,18.9157894736039,28.56842105247096,52.32421052631579,80.49894736842106,1.8,2.16,1.91,2.69,2.19,2.72,2.93,4.58,6.31,8.41,9.67,13.37,20.4,29.62,46.58,60.1,60.95
44,1.9389473684210525,1.90421052623548,0.9642105263157895,1.4357894736842105,2.089473684170372,1.6905263157493189,2.0621052630775853,2.9263157893130654,5.07578947368421,5.7494736842105265,6.864210526315789,9.898947368260433,18.637894736842107,27.871578946725947,52.32947368388929,80.51052631578948,2.07,2.24,1.51,2.52,2.53,1.46,2.81,3.94,6.03,7.99,7.58,12.43,21.76,31.59,46.61,60.1,60.95
45,1.8557894736842104,1.8473684210526315,0.9747368421052631,1.4884210526315789,2.082105263157895,1.7705263157894737,2.196842105263158,3.0873684210526315,5.096842105263158,5.837894736842105,7.287368421052632,10.01157894736842,19.11789473680195,28.650526315468237,52.07789473619963,80.34631578818873,1.94,1.35,1.35,1.79,2.65,2.89,3.24,4.17,6.46,6.91,8.63,11.87,21.0,29.5,48.77,60.06,60.95
46,1.9778947368421054,1.8494736842105264,0.9315789473684211,1.4294736842105262,2.0652631578947367,1.6094736842105264,2.0157894736842104,2.796842105263158,5.00421052631579,5.72,6.808421052551269,9.621052631498637,18.613684210526316,27.913684210205076,52.48736842073139,80.51999999871505,2.31,2.41,1.03,2.06,2.87,2.13,2.9,4.07,6.16,7.44,8.89,12.22,20.41,28.53,46.94,60.11,60.95
47,1.8789473684210527,1.8410526315387927,0.9957894736842106,1.5505263157894738,2.0726315789473686,1.8273684210526315,2.134736842105263,2.908421052631579,4.9315789473282665,5.629473684170372,6.84421052623548,9.679999999959845,18.273684210446007,27.827368420972324,52.37894736842105,80.66736842041016,1.29,2.28,0.66,0.93,1.46,1.45,1.51,1.78,5.07,5.99,6.7,11.26,18.04,26.32,42.85,60.33,60.95
48,1.914736842105263,1.9231578947368422,0.9905263157894737,1.4863157894736843,2.285263157894737,1.8347368421052632,2.185263157894737,3.048421052631579,5.1410526315789475,5.757894736842105,6.957894736842105,9.802105263077586,18.449473684049906,27.90947368388929,52.346315789473685,80.43684210397821,1.74,2.38,0.85,1.24,2.02,1.35,1.79,2.27,5.66,6.58,7.85,11.5,22.21,29.68,45.95,59.96,60.95
49,1.8631578947368421,1.8042105263157895,0.9463157894335295,1.3936842105263159,2.0094736841703718,1.7336842104861612,2.04210526311774,2.778947368380898,4.734736842065108,5.35999999991969,6.576842105263158,9.333684210205078,18.223157894415603,27.603157894415606,51.582105262836656,80.60736842105263,1.5,2.38,1.06,1.25,1.19,1.23,1.47,1.97,4.44,5.76,7.56,11.23,19.6,27.43,45.16,60.09,60.95
