Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual
0,4731618784.0,0.3725115656852722,1.3731626040680569e-06,90.32,0.3697881996631622,1.4789110309720854e-06,87.28,42
10,50521477984.0,0.1913924366235733,8.789667731434747e-07,94.8,0.1996869295835495,1.017606791720027e-06,90.64,42
20,96311337184.0,0.1821509748697281,9.57110842136899e-07,94.22,0.1901435405015945,1.0846734994629514e-06,90.57,42
30,142101196384.0,0.1661842316389084,1.2644596836253186e-06,94.6,0.1763479262590408,1.2360408163658576e-06,90.6,42
40,187891055584.0,0.1399469524621963,1.815805489968625e-06,94.72,0.1454347968101501,1.9913591131626163e-06,90.61,42
50,233680914784.0,0.1137832775712013,3.122554517176468e-06,94.4,0.1254749298095703,2.808759518302395e-06,90.77,42
60,279470773984.0,0.1135676279664039,3.461292635620339e-06,94.48,0.1226472184062004,2.950951056845952e-06,90.79,42
70,325260633184.0,0.1125963479280471,4.127229658479337e-06,94.58,0.1179965957999229,3.2496138828719268e-06,90.83,42
80,371050492384.0,0.0980428457260131,3.7140093809284735e-06,95.5,0.1066879630088806,4.483414159039967e-06,90.89,42
90,416840351584.0,0.083007700741291,5.307079845806584e-06,94.98,0.1019248813390731,5.469384177558823e-06,91.12,42
-1,152715136.0,0.6230865120887756,3.837667918560328e-06,84.4,0.5834011435508728,4.008031282864977e-06,83.08,43
0,4734169216.0,0.4817022681236267,2.832782229233999e-06,89.4,0.4446843564510345,3.2570058010605862e-06,87.2,43
10,50548710016.0,0.189051941037178,1.5759050029373611e-06,93.54,0.1957147121429443,1.7132930452135042e-06,90.4,43
20,96363250816.0,0.1840902119874954,1.4247441413317574e-06,93.72,0.186733141541481,1.7617996945773484e-06,90.43,43
30,142177791616.0,0.1747053563594818,1.5189428950179718e-06,93.72,0.1760961860418319,1.964193188541685e-06,90.61,43
40,187992332416.0,0.1374236047267913,2.0826678337471094e-06,93.5,0.1470309793949127,2.808612862281734e-06,90.83,43
50,233806873216.0,0.1189724802970886,2.606499492685544e-06,94.48,0.1296015679836273,3.755807028937852e-06,91.13,43
60,279621414016.0,0.114715039730072,3.686625177579117e-06,94.82,0.1265594512224197,3.998521606263239e-06,91.07,43
70,325435954816.0,0.1074784100055694,3.010204636666458e-06,94.6,0.1238729655742645,4.425173756317236e-06,91.1,43
80,371250495616.0,0.0967919752001762,4.586775503412355e-06,95.14,0.1140376776456832,5.603720182989491e-06,91.13,43
90,417065036416.0,0.0833581313490867,4.934845492243767e-06,95.04,0.1102359294891357,6.812870651629055e-06,91.31,43
-1,152840032.0,0.464408814907074,1.5870817833274486e-06,80.5,0.4475776851177215,1.58031355113053e-06,80.64,44
0,4738040992.0,0.3936923742294311,1.255417146239779e-06,87.5,0.3791697323322296,1.6938490716711383e-06,85.46,44
10,50590050592.0,0.1943635940551757,1.071445353773015e-06,94.34,0.2131817191839218,1.3768045619144686e-06,90.45,44
20,96442060192.0,0.1824208348989486,1.0816125950441349e-06,94.52,0.204023078083992,1.464356500946451e-06,90.54,44
30,142294069792.0,0.1702713370323181,1.293031914428866e-06,94.26,0.1926986575126648,1.5797809282958042e-06,90.51,44
40,188146079392.0,0.1392340064048767,1.672053599577339e-06,94.54,0.163309246301651,2.202648374804994e-06,90.49,44
50,233998088992.0,0.1193736866116523,2.471429979777895e-06,95.3,0.1521582752466201,3.0037278975214576e-06,90.71,44
60,279850098592.0,0.1181846559047699,2.263340775243705e-06,94.86,0.1488222032785415,3.2086345527204685e-06,90.77,44
70,325702108192.0,0.1101389974355697,2.9215077574917814e-06,95.06,0.1468819081783294,3.4383933780191e-06,90.82,44
80,371554117792.0,0.0954755097627639,4.339749466453213e-06,94.96,0.1437248587608337,4.412779162521474e-06,91.0,44
90,417406127392.0,0.0867555364966392,4.824439201911446e-06,95.22,0.1503851562738418,5.237774530542083e-06,91.07,44
-1,152865808.0,0.4623171985149383,1.5182300785454572e-06,85.78,0.4267134368419647,1.586391022101452e-06,84.96,45
0,4738840048.0,0.4086900353431701,1.4684134157505468e-06,88.84,0.3813083171844482,1.5257659242706725e-06,87.1,45
10,50598582448.0,0.1883660554885864,1.3201856745581608e-06,94.38,0.2052728533744812,9.651255368225975e-07,90.57,45
20,96458324848.0,0.1801654696464538,1.3167208408049191e-06,94.28,0.197300523519516,9.875652722257655e-07,90.63,45
30,142318067248.0,0.1695056110620498,1.0574757425274584e-06,94.66,0.1856664568185806,1.0928823712674784e-06,90.65,45
40,188177809648.0,0.1369949728250503,1.8949798459289011e-06,94.84,0.157605305314064,1.646762939344626e-06,90.83,45
50,234037552048.0,0.1143375486135482,2.302789198438404e-06,94.62,0.1524244993925094,2.1981434201734373e-06,90.9,45
60,279897294448.0,0.1136703044176101,2.6696266104409005e-06,94.78,0.1511428207159042,2.315837036803714e-06,90.9,45
70,325757036848.0,0.112515665590763,2.851260660463595e-06,94.82,0.1423553824424743,2.54976112046279e-06,90.94,45
80,371616779248.0,0.0962165668606758,3.406767064006999e-06,94.8,0.147317886352539,3.2317097975465003e-06,91.01,45
90,417476521648.0,0.0925248265266418,3.347428901179228e-06,95.14,0.1401526480913162,4.025634098070441e-06,91.17,45
-1,152715040.0,0.5050646662712097,1.478262674936559e-06,82.44,0.500956118106842,1.492805608904746e-06,81.36,46
0,4734166240.0,0.3738684952259063,1.336644231741957e-06,89.12,0.3709056675434112,1.2529711739261984e-06,86.42,46
10,50548678240.0,0.182553544640541,7.801949095664895e-07,94.1,0.201044961810112,8.99629128525703e-07,90.04,46
20,96363190240.0,0.1744795143604278,9.23353638881963e-07,93.98,0.1944443434476852,9.6725705134304e-07,89.98,46
30,142177702240.0,0.1620732098817825,1.2797062254321645e-06,94.4,0.1836716532707214,1.092857246476342e-06,90.08,46
40,187992214240.0,0.1312909871339798,1.7358131572109414e-06,94.26,0.1574865579605102,1.7806881942306063e-06,90.4,46
50,233806726240.0,0.1167468205094337,2.4902715267671738e-06,94.5,0.1409920305013656,2.456127049299539e-06,90.48,46
60,279621238240.0,0.1128948852419853,2.4711080186534677e-06,94.54,0.1401625573635101,2.591178372313152e-06,90.5,46
70,325435750240.0,0.1097688749432563,2.737642034844612e-06,94.32,0.1391968727111816,2.8212120923853945e-06,90.56,46
80,371250262240.0,0.0900291129946708,3.3342380447720643e-06,95.12,0.1305762082338333,3.778950485866517e-06,90.8,46
90,417064774240.0,0.0792551487684249,4.792349500348792e-06,94.86,0.1294196993112564,4.754203928314382e-06,91.02,46
-1,152413648.0,0.4744288623332977,1.907093974296004e-06,87.78,0.4411330223083496,2.122125806636177e-06,85.89,47
0,4724823088.0,0.4113195836544037,1.8533175989432491e-06,90.2,0.383556455373764,1.7798794260670547e-06,87.68,47
10,50448917488.0,0.1970340460538864,1.182520691145328e-06,94.26,0.2221678346395492,1.3530298019759357e-06,90.53,47
20,96173011888.0,0.1926266849040985,1.1435881788202096e-06,94.36,0.213821992278099,1.4573281532648252e-06,90.68,47
30,141897106288.0,0.1737342327833175,1.32390061935439e-06,94.98,0.2004603594541549,1.6093370049929945e-06,90.74,47
40,187621200688.0,0.139162540435791,2.546196355979191e-06,94.62,0.1727692186832428,2.4806117835396435e-06,90.93,47
50,233345295088.0,0.1212863177061081,2.318350652785739e-06,95.08,0.1654288172721862,3.4070972105837427e-06,91.0,47
60,279069389488.0,0.1165522783994674,2.8664819637924666e-06,95.16,0.1577762514352798,3.693773123814026e-06,90.96,47
70,324793483888.0,0.1110293567180633,3.6086087220610352e-06,95.42,0.1602749526500702,3.97304211219307e-06,90.99,47
80,370517578288.0,0.1000761538743972,5.850315119459992e-06,95.2,0.1470912247896194,5.356449946702924e-06,91.16,47
90,416241672688.0,0.085897646844387,5.10850441060029e-06,95.32,0.1487994045019149,6.462802502937848e-06,91.25,47
-1,152613424.0,0.5400871634483337,1.6658846107020508e-06,82.96,0.5132554769515991,1.9872834400302963e-06,81.91,48
0,4731016144.0,0.450899064540863,1.770871222106507e-06,88.86,0.4368529319763183,1.8000906720772036e-06,85.49,48
10,50515043344.0,0.1983651518821716,1.1310849004075862e-06,94.42,0.1994892209768295,1.0888263659580844e-06,90.43,48
20,96299070544.0,0.1895240843296051,1.1602919585129712e-06,94.62,0.1895458698272705,1.090232558453863e-06,90.5,48
30,142083097744.0,0.1756772100925445,1.1823632348750834e-06,94.94,0.174866035580635,1.1445637255746988e-06,90.51,48
40,187867124944.0,0.1426872014999389,2.210956836279365e-06,95.2,0.1430429369211197,1.7454467524657955e-06,90.51,48
50,233651152144.0,0.1130991503596305,1.897702759379172e-06,95.18,0.1285628229379654,2.4647110876685474e-06,90.77,48
60,279435179344.0,0.113934189081192,2.8875299449282466e-06,94.94,0.1231008842587471,2.674750703590689e-06,90.85,48
70,325219206544.0,0.110828161239624,2.8080035008315463e-06,95.0,0.1180591657757759,2.9677319162146887e-06,90.87,48
80,371003233744.0,0.101608507335186,5.590786258835578e-06,95.24,0.1115720868110656,4.109569545107661e-06,90.97,48
90,416787260944.0,0.0908302962779998,4.218992216920015e-06,95.26,0.1185154840350151,5.019073341827607e-06,91.12,48
-1,152823232.0,0.5080945491790771,1.3871750752514345e-06,84.3,0.4808723628520965,1.6044706399043207e-06,82.06,49
0,4737520192.0,0.4095328152179718,1.4363940863404423e-06,89.64,0.3945433795452118,1.5355506093328586e-06,85.49,49
10,50584489792.0,0.1935872733592987,1.1464679801065358e-06,94.62,0.2142956405878067,1.1282405694146291e-06,90.33,49
20,96431459392.0,0.1842105239629745,1.4672218640043866e-06,94.84,0.2053656131029129,1.2038897239108335e-06,90.41,49
30,142278428992.0,0.1754138022661209,1.6773966535765794e-06,95.1,0.1950769126415252,1.3072955198367708e-06,90.63,49
40,188125398592.0,0.1401411592960357,2.739719548117137e-06,94.84,0.1694932430982589,1.9142746623401763e-06,90.67,49
50,233972368192.0,0.1140048801898956,2.4645048597449204e-06,94.64,0.1542024612426757,2.788855908875121e-06,90.75,49
60,279819337792.0,0.1114227324724197,3.1872730232862523e-06,95.3,0.1527997106313705,2.9384548270172672e-06,90.79,49
70,325666307392.0,0.1054363995790481,3.854555416182848e-06,95.02,0.1517808735370636,3.211167950212257e-06,90.8,49
80,371513276992.0,0.1005117893218994,4.16265311287134e-06,95.04,0.1377166807651519,4.54914015790564e-06,90.85,49
90,417360246592.0,0.0887495651841163,4.702613750851015e-06,95.14,0.1397462636232376,5.709702236345038e-06,90.97,49
-1,152787232.0,0.4539968073368072,1.7875541971079656e-06,87.58,0.4213420152664184,1.754538857312582e-06,85.89,50
0,4736404192.0,0.3903756141662597,1.7097439695135108e-06,90.7,0.3589653968811035,1.6592603060416875e-06,87.96,50
10,50572573792.0,0.1906716376543045,9.43329553138028e-07,94.42,0.1988069415092468,1.0378348633821588e-06,90.3,50
20,96408743392.0,0.1832401901483535,1.0828505310200851e-06,95.46,0.1923241317272186,1.0904287819357703e-06,90.37,50
30,142244912992.0,0.1723447889089584,1.428642349310394e-06,94.86,0.1844873130321502,1.208726871482213e-06,90.36,50
40,188081082592.0,0.1389766186475753,2.015478685279959e-06,94.92,0.1545479893684387,1.8151031326851808e-06,90.42,50
50,233917252192.0,0.1169055923819542,1.7574027424416272e-06,94.72,0.1339529454708099,2.5588269636500627e-06,90.6,50
60,279753421792.0,0.1126917749643325,3.289077767476556e-06,95.26,0.1358190774917602,2.7080691324954387e-06,90.59,50
70,325589591392.0,0.1119520738720893,3.189240260326187e-06,95.04,0.1357693523168563,2.8819285944337025e-06,90.63,50
80,371425760992.0,0.0999229028820991,2.693582473511924e-06,95.06,0.1267509907484054,4.048321898153517e-06,90.65,50
90,417261930592.0,0.0909347459673881,4.216823526803637e-06,95.54,0.1189206913113594,5.020843218517257e-06,90.81,50
-1,152846176.0,0.5782029628753662,2.4024388949328568e-06,82.1,0.544524073600769,2.8385993573465385e-06,81.26,51
0,4738231456.0,0.4658504724502563,2.3067798338161083e-06,87.06,0.434624433517456,2.3640716335648904e-06,85.66,51
10,50592084256.0,0.1815449446439743,1.3515224281945848e-06,95.12,0.1922454684972763,1.3440862858260516e-06,90.68,51
20,96445937056.0,0.1756301373243332,1.136960008807364e-06,94.9,0.1836717277765274,1.331280941485602e-06,90.62,51
30,142299789856.0,0.1631451696157455,1.4671219332740293e-06,94.52,0.1751147508621215,1.328088160335028e-06,90.62,51
40,188153642656.0,0.1323112845420837,1.970039193111006e-06,94.9,0.1506979316473007,1.7479691223343252e-06,90.78,51
50,234007495456.0,0.1237715259194374,2.4910464162530843e-06,94.86,0.1352257430553436,2.4890048280212795e-06,90.72,51
60,279861348256.0,0.1169485226273536,2.636200406413991e-06,94.98,0.134395882487297,2.6433317543705925e-06,90.71,51
70,325715201056.0,0.1085991486907005,3.093124860242824e-06,94.96,0.1367135047912597,2.8303027193032904e-06,90.79,51
80,371569053856.0,0.0998892560601234,3.7674449231417376e-06,95.32,0.1314416676759719,3.863488018396311e-06,90.99,51
90,417422906656.0,0.0847026631236076,4.6124146138026845e-06,95.14,0.1244066208600997,4.816548425878864e-06,91.11,51
-1,152532688.0,0.5003581643104553,2.1687922071578214e-06,84.9,0.488388180732727,2.158340976166073e-06,82.75,52
0,4728513328.0,0.4153881072998047,2.6186296508967644e-06,89.3,0.4130308628082275,2.214130063293851e-06,86.54,52
10,50488319728.0,0.1874796599149704,1.561661065352382e-06,94.14,0.2002409845590591,1.211714561577537e-06,90.38,52
20,96248126128.0,0.1823979914188385,1.1389041674192413e-06,94.32,0.192692682147026,1.2647828953049611e-06,90.4,52
30,142007932528.0,0.1670456230640411,2.012687673413893e-06,94.4,0.1859924346208572,1.403091914653487e-06,90.47,52
40,187767738928.0,0.1357078999280929,2.094591536661028e-06,94.42,0.1563644558191299,2.1633995856973343e-06,90.61,52
50,233527545328.0,0.1126052364706993,3.593037718019332e-06,94.36,0.1410500705242157,2.9547302347054938e-06,90.8,52
60,279287351728.0,0.1107128262519836,4.1571179281163495e-06,94.74,0.1426130533218383,3.0859062007948523e-06,90.81,52
70,325047158128.0,0.1051295474171638,4.157684543315554e-06,94.78,0.1380110681056976,3.410384579183301e-06,90.86,52
80,370806964528.0,0.0894258320331573,5.251024504104862e-06,94.84,0.1329769045114517,4.610656105796807e-06,90.78,52
90,416566770928.0,0.0873696058988571,6.046101134415949e-06,95.4,0.137845441699028,5.716008672607131e-06,91.01,52
-1,152806384.0,0.5698549151420593,1.7795603071135702e-06,80.5,0.5494222640991211,1.3647422747453677e-06,79.95,53
0,4736997904.0,0.4615527987480163,1.2588011486514006e-06,87.08,0.4466355144977569,1.5776748796270113e-06,84.91,53
10,50578913104.0,0.199820414185524,1.2024311217828654e-06,94.56,0.2077326476573944,1.0504629699426005e-06,90.6,53
20,96420828304.0,0.1867321729660034,1.231266310242063e-06,94.44,0.199041873216629,1.0546186786086764e-06,90.55,53
30,142262743504.0,0.1743530631065368,1.2681938414971228e-06,94.24,0.1844781190156936,1.1422072248024051e-06,90.63,53
40,188104658704.0,0.1358974575996399,1.7826707789936336e-06,94.52,0.1522035598754882,1.580206117068883e-06,90.63,53
50,233946573904.0,0.1205027252435684,2.8262654723221203e-06,94.92,0.1376631408929824,2.1068060505058384e-06,90.7,53
60,279788489104.0,0.1125008091330528,2.9730565529462183e-06,94.98,0.1324593275785446,2.2604174318985315e-06,90.73,53
70,325630404304.0,0.1081716269254684,2.1656358057953184e-06,95.08,0.132487267255783,2.3884617803560104e-06,90.76,53
80,371472319504.0,0.0928902402520179,3.564775397535413e-06,95.22,0.1248152032494545,3.268659384048078e-06,91.09,53
90,417314234704.0,0.0875776559114456,3.977883807237959e-06,95.2,0.1215700656175613,4.250493475410622e-06,91.12,53
-1,152893792.0,0.584441602230072,2.1678135908587137e-06,80.82,0.5589323043823242,1.922232740980689e-06,80.43,54
0,4739707552.0,0.4706353843212127,2.311112211828004e-06,87.26,0.4660517573356628,2.056969378827489e-06,85.4,54
10,50607845152.0,0.1911637187004089,1.1191611974936675e-06,95.02,0.2060312181711197,1.3446731372823706e-06,91.14,54
20,96475982752.0,0.181679829955101,1.1504886288093985e-06,94.78,0.1975143998861313,1.361662839372002e-06,91.08,54
30,142344120352.0,0.1742176860570907,1.3893693449062994e-06,94.58,0.1837780475616455,1.472301505600626e-06,91.14,54
40,188212257952.0,0.1373036950826645,2.045772134806612e-06,94.96,0.1550959050655365,2.3169761789176846e-06,91.24,54
50,234080395552.0,0.1176941618323326,3.606270638556453e-06,95.14,0.1416522860527038,3.4255658647452947e-06,91.18,54
60,279948533152.0,0.1147902756929397,3.0273597531049745e-06,95.42,0.1367497891187667,3.630022092693253e-06,91.16,54
70,325816670752.0,0.1059590727090835,4.517150500760181e-06,95.36,0.1339562386274337,3.975720574089792e-06,91.21,54
80,371684808352.0,0.0932790860533714,5.383583356888266e-06,95.32,0.1335553973913192,5.437067102320725e-06,91.21,54
90,417552945952.0,0.0828141868114471,7.385255685221637e-06,95.54,0.1253089308738708,7.027259925962426e-06,91.34,54
-1,152722864.0,0.5212085247039795,1.809188461265876e-06,82.36,0.4939397871494293,1.8675472119866756e-06,81.52,55
0,4734408784.0,0.4267686307430267,1.7808082475312403e-06,87.44,0.4100881516933441,1.8438054212310815e-06,85.78,55
10,50551267984.0,0.185204416513443,6.147621434138273e-07,94.04,0.203567236661911,1.0074260217152189e-06,90.21,55
20,96368127184.0,0.1787599325180053,7.046243695185694e-07,94.24,0.1964120417833328,1.0957106724163168e-06,90.29,55
30,142184986384.0,0.1651166528463363,8.571694252168527e-07,93.78,0.1851254254579544,1.246828901457775e-06,90.38,55
40,188001845584.0,0.1386129260063171,2.24989298658329e-06,94.16,0.1624395102262497,1.954433855644311e-06,90.52,55
50,233818704784.0,0.1173353418707847,3.0127152967907023e-06,94.72,0.1500355750322342,2.733163682933082e-06,90.63,55
60,279635563984.0,0.112016312777996,2.102667622239096e-06,94.96,0.1488105058670044,2.910261400757008e-06,90.65,55
70,325452423184.0,0.1113852113485336,2.5635577003413346e-06,94.42,0.1469209194183349,3.182176669724868e-06,90.65,55
80,371269282384.0,0.097040444612503,3.2850712159415707e-06,94.76,0.1454176753759384,4.144676950090798e-06,90.86,55
90,417086141584.0,0.0890108793973922,3.6369540339364895e-06,94.68,0.1422729790210724,5.021125616622157e-06,91.02,55
-1,152926432.0,0.7506843209266663,1.7885624856717186e-06,71.08,0.7231651544570923,1.6750831264289443e-06,72.34,56
0,4740719392.0,0.4965866804122925,1.405871785209456e-06,85.98,0.4799274802207947,1.4897352684783982e-06,83.96,56
10,50618648992.0,0.191407561302185,1.192883360090491e-06,94.72,0.209823653101921,1.1815433254014351e-06,90.86,56
20,96496578592.0,0.1812874376773834,9.830672524913098e-07,94.96,0.2008882462978363,1.2800164768123068e-06,90.98,56
30,142374508192.0,0.1712608486413955,1.2112765261917955e-06,94.76,0.1914108991622924,1.4517323734253296e-06,90.94,56
40,188252437792.0,0.1335811018943786,1.7772206319932593e-06,94.76,0.1496600359678268,2.298025492564193e-06,90.97,56
50,234130367392.0,0.1160367950797081,3.603589448175626e-06,94.78,0.1394407302141189,3.2606569675408537e-06,91.04,56
60,280008296992.0,0.1109038069844245,4.39635641669156e-06,94.62,0.137532040476799,3.4586946640047245e-06,91.04,56
70,325886226592.0,0.1061751320958137,3.7959123346809065e-06,95.1,0.1351700872182846,3.797477802436333e-06,91.11,56
80,371764156192.0,0.0910719484090805,4.761850050272187e-06,94.88,0.1235760971903801,5.1143251766916364e-06,91.32,56
90,417642085792.0,0.0861340835690498,5.231209797784686e-06,95.16,0.1149319484829902,6.417320946638938e-06,91.33,56
-1,152781376.0,0.5802757143974304,2.04323191610456e-06,82.28,0.5149144530296326,2.0228465018590214e-06,80.65,57
0,4736222656.0,0.4527842104434967,1.716762312753417e-06,88.46,0.4058129489421844,1.7982064264288056e-06,86.01,57
10,50570635456.0,0.1846112161874771,1.0284218205924844e-06,94.66,0.2116028517484665,9.532701028547308e-07,90.52,57
20,96405048256.0,0.1795740872621536,8.974498086899985e-07,94.96,0.2070924937725067,1.00388967894105e-06,90.63,57
30,142239461056.0,0.1661505252122879,1.1652070952550275e-06,94.66,0.1990777403116226,1.1751103556889575e-06,90.58,57
40,188073873856.0,0.1331278085708618,2.140135393347009e-06,94.52,0.1642904579639434,1.8390289824310455e-06,90.58,57
50,233908286656.0,0.109372928738594,2.5667357022030046e-06,94.98,0.1706554144620895,2.45073601945478e-06,90.55,57
60,279742699456.0,0.1069798544049263,3.0108178634691285e-06,94.78,0.1605162471532821,2.62999014921661e-06,90.57,57
70,325577112256.0,0.1059514284133911,3.157191258651437e-06,94.44,0.1589048206806183,2.9038419597782195e-06,90.6,57
80,371411525056.0,0.0939757600426673,3.558182243068586e-06,94.94,0.1627124696969986,3.837064014078351e-06,90.79,57
90,417245937856.0,0.0822192579507827,5.705540843337076e-06,95.36,0.1711567491292953,4.753991561301518e-06,90.84,57
-1,152690752.0,0.6415755748748779,2.4553023649787065e-06,81.34,0.6502155661582947,2.295605327162775e-06,79.33,58
0,4733413312.0,0.4230286180973053,1.6228062804657384e-06,88.98,0.4298053681850433,1.80059032572899e-06,86.45,58
10,50540638912.0,0.1881195157766342,1.1116176210634876e-06,95.0,0.1991645842790603,1.302166992900311e-06,90.57,58
20,96347864512.0,0.1798558235168457,1.1300909363853862e-06,94.32,0.1912272870540619,1.3615708667202853e-06,90.62,58
30,142155090112.0,0.1700041145086288,1.4270948440753273e-06,94.42,0.1778211295604705,1.4922696891517262e-06,90.71,58
40,187962315712.0,0.1330288201570511,2.16500802707742e-06,94.8,0.1485001444816589,2.3854104256315622e-06,90.76,58
50,233769541312.0,0.1119044795632362,3.698847649502568e-06,94.58,0.1354253143072128,3.2929244753177045e-06,90.93,58
60,279576766912.0,0.116575077176094,3.082923967667739e-06,94.96,0.1327427923679351,3.4783811315719504e-06,90.94,58
70,325383992512.0,0.1068093627691268,3.1682698136137333e-06,94.56,0.1265680491924286,3.828357876045629e-06,90.96,58
80,371191218112.0,0.0943038165569305,5.308012532623252e-06,94.86,0.1212628111243248,5.067729034635704e-06,91.12,58
90,416998443712.0,0.085775077342987,5.65013988307328e-06,95.8,0.1215213909745216,6.1671189541812055e-06,91.22,58
-1,152628688.0,0.5336553454399109,2.9469053970387904e-06,86.38,0.5253340005874634,2.693531087061274e-06,84.24,59
0,4731489328.0,0.4460030198097229,2.5086876576096984e-06,89.46,0.4455744922161102,2.2895706024428364e-06,87.08,59
10,50520095728.0,0.1870895475149154,9.50283151723852e-07,94.52,0.2153282612562179,9.348508456241688e-07,90.57,59
20,96308702128.0,0.1786926239728927,8.179899282367842e-07,94.62,0.205288827419281,9.291866831517835e-07,90.59,59
30,142097308528.0,0.1662410944700241,1.617142174836772e-06,94.48,0.1898522824048996,9.915191867548856e-07,90.73,59
40,187885914928.0,0.1366910338401794,1.829228153837903e-06,94.9,0.1726511865854263,1.4886577446304727e-06,90.83,59
50,233674521328.0,0.1161464378237724,2.311712705704849e-06,94.9,0.15211883187294,2.322972477486473e-06,90.83,59
60,279463127728.0,0.114520750939846,2.764755663520191e-06,94.8,0.15692999958992,2.409539774816949e-06,90.84,59
70,325251734128.0,0.1069082543253898,2.826127229127451e-06,95.26,0.1606903970241546,2.5911135708156507e-06,90.86,59
80,371040340528.0,0.097576305270195,4.130260094825644e-06,95.64,0.1462548822164535,3.791968765654019e-06,91.02,59
90,416828946928.0,0.0872865840792656,4.488821105042007e-06,95.76,0.1479278355836868,4.875366357737221e-06,91.2,59
-1,152782672.0,0.6247571110725403,2.646517259563552e-06,79.68,0.5677013397216797,2.7123180643684464e-06,80.26,60
0,4736262832.0,0.4709151089191437,2.1948517314740457e-06,87.12,0.4227369427680969,2.3101047190721147e-06,85.95,60
10,50571064432.0,0.1905813515186309,9.28795373056346e-07,93.94,0.1942908614873886,1.21048742585117e-06,90.64,60
20,96405866032.0,0.1822090297937393,1.3122784139341093e-06,93.7,0.1842142939567566,1.26361533148156e-06,90.6,60
30,142240667632.0,0.171458214521408,1.180393383037881e-06,94.04,0.1717366874217987,1.4014406133355806e-06,90.72,60
40,188075469232.0,0.1426722556352615,1.4731788269273238e-06,94.14,0.1458722651004791,2.1655962427757917e-06,90.81,60
50,233910270832.0,0.1177340000867843,2.787253151836921e-06,94.46,0.1290896832942962,2.944415655292687e-06,90.83,60
60,279745072432.0,0.1115610599517822,3.27756310980476e-06,94.48,0.1292567402124405,3.1021475024317624e-06,90.87,60
70,325579874032.0,0.1099859178066253,3.492673386062961e-06,94.1,0.1205040290951728,3.4461531868146267e-06,90.99,60
80,371414675632.0,0.0925617516040802,4.396777512738481e-06,94.66,0.1156792640686035,4.832024387724232e-06,91.01,60
90,417249477232.0,0.0913365706801414,5.1284396249684505e-06,94.94,0.1195877343416214,5.779078037448926e-06,91.18,60
-1,152718352.0,0.3772748410701751,1.3877262290407089e-06,91.1,0.3968614041805267,1.833496185099648e-06,87.79,61
0,4734268912.0,0.3335688710212707,1.27976284147735e-06,92.1,0.3425012826919555,1.6203948689508252e-06,88.52,61
10,50549774512.0,0.1886726319789886,1.1325071227474837e-06,94.8,0.2035817056894302,1.130796249526611e-06,90.35,61
20,96365280112.0,0.1810435652732849,7.933377901281347e-07,94.36,0.1983107477426529,1.1893426972164889e-06,90.44,61
30,142180785712.0,0.171995609998703,8.73590295213944e-07,94.74,0.187465101480484,1.3311769180290869e-06,90.48,61
40,187996291312.0,0.1401238888502121,1.7030153003361193e-06,94.7,0.1621072441339492,2.0096324533369625e-06,90.62,61
50,233811796912.0,0.1194818466901779,2.6012105536210584e-06,94.66,0.1460324823856353,2.9691095733141992e-06,90.69,61
60,279627302512.0,0.1168796569108963,3.6897465633956017e-06,95.14,0.140586718916893,3.203293999831658e-06,90.71,61
70,325442808112.0,0.1117520555853843,3.0952082852309104e-06,94.86,0.1370683014392852,3.4892057101387763e-06,90.73,61
80,371258313712.0,0.0959260240197181,4.948980858898722e-06,95.24,0.1251767575740814,4.884110239800066e-06,90.92,61
90,417073819312.0,0.0872472450137138,4.9580012273509055e-06,95.72,0.1272971779108047,6.0315583141346e-06,90.94,61
-1,152821984.0,0.5178911685943604,1.4005260027261102e-06,85.4,0.4994783699512481,1.875846464827191e-06,84.27,62
0,4737481504.0,0.4500257074832916,1.52684981458151e-06,88.94,0.4365041553974151,1.8523982134865944e-06,87.21,62
10,50584076704.0,0.1912752538919448,8.846646437632444e-07,94.18,0.2068741172552108,1.220040303451242e-06,90.71,62
20,96430671904.0,0.1833205819129943,1.0904971077252412e-06,93.94,0.1963455080986023,1.3309473843037267e-06,90.62,62
30,142277267104.0,0.1741517633199691,1.1797733350249473e-06,94.38,0.1816398054361343,1.449313003831776e-06,90.69,62
40,188123862304.0,0.1350384056568145,1.7289615925619728e-06,94.32,0.1499285697937011,2.029088136623613e-06,90.68,62
50,233970457504.0,0.116439089179039,3.855068371194648e-06,94.24,0.1350946873426437,2.990400162161677e-06,90.88,62
60,279817052704.0,0.1117469444870948,2.658149696799228e-06,94.74,0.1344644278287887,3.147207735310076e-06,90.9,62
70,325663647904.0,0.1141125634312629,2.579220563347917e-06,94.62,0.1340812146663665,3.432439598327619e-06,90.95,62
80,371510243104.0,0.0887540653347969,4.1826438064163085e-06,94.68,0.1308248937129974,4.658791112888139e-06,91.08,62
90,417356838304.0,0.0893357545137405,3.998693955509225e-06,95.16,0.1214849725365638,5.828397206641967e-06,91.16,62
-1,152885392.0,0.3977211713790893,1.6436634950878215e-06,89.08,0.362316370010376,1.9111860183329554e-06,86.86,63
0,4739447152.0,0.3479962050914764,1.627179358365538e-06,91.34,0.3166498839855194,1.8197454210167048e-06,88.09,63
10,50605064752.0,0.1849031895399093,1.413372160641302e-06,94.86,0.2058001011610031,1.4152250287224888e-06,90.35,63
