Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
30,106790481616.0,0.2117927521467209,6.231420570657065e-07,95.58,0.2311634123325348,5.902659836465318e-07,90.3,9,0.005,resnet18,GMP,cifar10,0.9
40,141202022416.0,0.1908933669328689,1.049607590175583e-06,94.46,0.21425761282444,1.0177400326938368e-06,90.35,9,0.005,resnet18,GMP,cifar10,0.9
50,175613563216.0,0.1742540895938873,1.7099788465202437e-06,94.5,0.198229506611824,1.660165594330465e-06,90.11,9,0.005,resnet18,GMP,cifar10,0.9
60,210025104016.0,0.1683344095945358,2.3467896426154766e-06,94.12,0.1972603052854538,1.8219386674900304e-06,90.06,9,0.005,resnet18,GMP,cifar10,0.9
70,244436644816.0,0.1653487235307693,2.1971843580104178e-06,93.98,0.191219687461853,2.096610160151613e-06,90.07,9,0.005,resnet18,GMP,cifar10,0.9
80,278848185616.0,0.1386126428842544,3.303640596641344e-06,94.3,0.1758670806884765,3.045979383387021e-06,89.94,9,0.005,resnet18,GMP,cifar10,0.9
90,313259726416.0,0.1218809261918068,3.987921445514076e-06,94.84,0.1766211241483688,4.041107331431704e-06,90.06,9,0.005,resnet18,GMP,cifar10,0.9
-1,114683248.0,0.4746991693973541,6.275034820646397e-07,82.04,0.4724357426166534,7.358913194366323e-07,80.41,10,0.005,resnet18,GMP,cifar10,0.9
0,3555180688.0,0.4305302798748016,5.611920528281189e-07,85.26,0.4322804808616638,6.566449997080781e-07,83.42,10,0.005,resnet18,GMP,cifar10,0.9
10,37960155088.0,0.2355203032493591,7.304257110263279e-07,95.28,0.2458786219358444,5.99779582444171e-07,90.59,10,0.005,resnet18,GMP,cifar10,0.9
20,72365129488.0,0.2273331582546234,5.628929784506909e-07,95.02,0.2367412596940994,6.03364753715141e-07,90.65,10,0.005,resnet18,GMP,cifar10,0.9
30,106770103888.0,0.2170447558164596,6.432601935557614e-07,94.56,0.2260970920324325,6.517505539704871e-07,90.48,10,0.005,resnet18,GMP,cifar10,0.9
40,141175078288.0,0.1938952505588531,7.757264484098414e-07,94.76,0.2024895995855331,9.932870170814567e-07,90.32,10,0.005,resnet18,GMP,cifar10,0.9
50,175580052688.0,0.1767714619636535,1.4011501434652018e-06,94.06,0.1832325756549835,1.43221723192255e-06,90.12,10,0.005,resnet18,GMP,cifar10,0.9
60,209985027088.0,0.1711376160383224,1.095695438380062e-06,94.14,0.1799784749746322,1.5167472611210542e-06,90.08,10,0.005,resnet18,GMP,cifar10,0.9
70,244390001488.0,0.1654781401157379,1.9036612002309996e-06,94.2,0.1737287938594818,1.6715276842660387e-06,90.09,10,0.005,resnet18,GMP,cifar10,0.9
80,278794975888.0,0.1427343636751175,2.5759848085726844e-06,94.18,0.1541205495595932,2.390361714788014e-06,90.06,10,0.005,resnet18,GMP,cifar10,0.9
90,313199950288.0,0.1240046471357345,2.7208377559873043e-06,93.8,0.1378858089447021,3.154159912810428e-06,90.16,10,0.005,resnet18,GMP,cifar10,0.9
-1,114793072.0,0.5181013345718384,3.9207333202284644e-07,76.08,0.489423543214798,5.28482303252531e-07,75.93,11,0.005,resnet18,GMP,cifar10,0.9
0,3558585232.0,0.4777863025665283,5.331368129191105e-07,79.86,0.4545683860778808,5.176239596949017e-07,79.64,11,0.005,resnet18,GMP,cifar10,0.9
10,37996506832.0,0.2494551688432693,6.286236953201296e-07,95.34,0.257771372795105,6.38677477127203e-07,90.59,11,0.005,resnet18,GMP,cifar10,0.9
20,72434428432.0,0.2356304675340652,6.171825930323394e-07,95.16,0.2487143129110336,6.46214175503701e-07,90.78,11,0.005,resnet18,GMP,cifar10,0.9
30,106872350032.0,0.2229097038507461,6.80569655742147e-07,95.44,0.2386209368705749,6.932835390216496e-07,90.86,11,0.005,resnet18,GMP,cifar10,0.9
40,141310271632.0,0.1976371109485626,8.825753070595965e-07,95.14,0.2235355973243713,9.084895395972126e-07,90.55,11,0.005,resnet18,GMP,cifar10,0.9
50,175748193232.0,0.1760431975126266,8.724277336114028e-07,94.76,0.2082280218601226,1.3329211014934117e-06,90.45,11,0.005,resnet18,GMP,cifar10,0.9
60,210186114832.0,0.1709478348493576,1.5243070947690285e-06,94.68,0.2052549421787262,1.4323306913865963e-06,90.48,11,0.005,resnet18,GMP,cifar10,0.9
70,244624036432.0,0.1662236452102661,1.486765654590272e-06,94.36,0.2005204260349273,1.6184413880182549e-06,90.52,11,0.005,resnet18,GMP,cifar10,0.9
80,279061958032.0,0.1437120288610458,1.8586578107715468e-06,95.24,0.1824338734149933,2.422964598736144e-06,90.6,11,0.005,resnet18,GMP,cifar10,0.9
90,313499879632.0,0.122979924082756,3.731865945155732e-06,94.8,0.1804266422986984,3.4943798254971625e-06,90.56,11,0.005,resnet18,GMP,cifar10,0.9
-1,114763504.0,0.5558238625526428,8.694487974025833e-07,73.56,0.5382314324378967,9.77300373961043e-07,74.27,12,0.005,resnet18,GMP,cifar10,0.9
0,3557668624.0,0.51035475730896,8.388076935261779e-07,78.86,0.4974363148212433,9.908339961839374e-07,78.8,12,0.005,resnet18,GMP,cifar10,0.9
10,37986719824.0,0.2560511231422424,6.449416787290829e-07,94.68,0.2565267384052276,7.927840783850115e-07,90.75,12,0.005,resnet18,GMP,cifar10,0.9
20,72415771024.0,0.2368813306093216,7.027063020359492e-07,94.82,0.2430357784032821,7.588292305626965e-07,90.59,12,0.005,resnet18,GMP,cifar10,0.9
30,106844822224.0,0.2254852503538131,7.635857173227123e-07,95.12,0.2276748567819595,7.286453751476074e-07,90.44,12,0.005,resnet18,GMP,cifar10,0.9
40,141273873424.0,0.192674458026886,1.0767652156573604e-06,94.72,0.1965217143297195,1.0018534339906182e-06,90.3,12,0.005,resnet18,GMP,cifar10,0.9
50,175702924624.0,0.169511392712593,1.2769994555128503e-06,94.4,0.1733520627021789,1.5533942132606171e-06,90.22,12,0.005,resnet18,GMP,cifar10,0.9
60,210131975824.0,0.1655333042144775,2.2761953459848883e-06,94.18,0.1687360256910324,1.6942728962021647e-06,90.22,12,0.005,resnet18,GMP,cifar10,0.9
70,244561027024.0,0.1584337651729583,2.422300667603849e-06,94.44,0.1637889295816421,1.8937980712507847e-06,90.19,12,0.005,resnet18,GMP,cifar10,0.9
80,278990078224.0,0.1326225847005844,3.2828934308781754e-06,94.38,0.1419053971767425,2.9100506253598724e-06,90.18,12,0.005,resnet18,GMP,cifar10,0.9
90,313419129424.0,0.1202159896492958,3.41305417350668e-06,94.92,0.1279966682195663,3.992226083937567e-06,90.21,12,0.005,resnet18,GMP,cifar10,0.9
-1,114589552.0,0.4420424103736877,7.129073651412909e-07,79.26,0.4430290758609772,8.830352840050182e-07,79.42,13,0.005,resnet18,GMP,cifar10,0.9
0,3552276112.0,0.420417845249176,8.749716471356805e-07,82.68,0.4215555787086487,8.448326411780727e-07,81.72,13,0.005,resnet18,GMP,cifar10,0.9
10,37929141712.0,0.2456036806106567,6.719130851706723e-07,94.48,0.2554194033145904,7.150262604227464e-07,90.33,13,0.005,resnet18,GMP,cifar10,0.9
20,72306007312.0,0.2373282611370086,5.795901074634457e-07,94.54,0.2438030689954757,7.160246582316177e-07,90.41,13,0.005,resnet18,GMP,cifar10,0.9
30,106682872912.0,0.2235075682401657,6.481209311459679e-07,95.1,0.2299888432025909,7.334074894060905e-07,90.5,13,0.005,resnet18,GMP,cifar10,0.9
40,141059738512.0,0.1922984421253204,1.1017112910849391e-06,94.58,0.1992135941982269,1.040814368025167e-06,90.54,13,0.005,resnet18,GMP,cifar10,0.9
50,175436604112.0,0.1693505197763443,1.971671508727013e-06,94.32,0.1753230094909668,1.6447758071080898e-06,90.48,13,0.005,resnet18,GMP,cifar10,0.9
60,209813469712.0,0.1657122671604156,1.379438458570803e-06,94.16,0.170603409409523,1.791605996004364e-06,90.43,13,0.005,resnet18,GMP,cifar10,0.9
70,244190335312.0,0.163183182477951,2.026940819632728e-06,94.26,0.1628506481647491,2.017411134147551e-06,90.51,13,0.005,resnet18,GMP,cifar10,0.9
80,278567200912.0,0.1359227746725082,2.393056320215692e-06,94.72,0.1438887119293213,3.0533267363352934e-06,90.54,13,0.005,resnet18,GMP,cifar10,0.9
90,312944066512.0,0.1210632547736167,3.362438974363613e-06,94.66,0.1322649419307708,4.224496478855144e-06,90.61,13,0.005,resnet18,GMP,cifar10,0.9
-1,114472000.0,0.534117579460144,7.322148576349718e-07,75.26,0.5133844614028931,8.6838264223843e-07,75.42,14,0.005,resnet18,GMP,cifar10,0.9
0,3548632000.0,0.4881651997566223,7.673654636164429e-07,80.28,0.4689741730690002,8.367180726054357e-07,79.57,14,0.005,resnet18,GMP,cifar10,0.9
10,37890232000.0,0.2488085180521011,7.237650834213127e-07,95.04,0.2489140629768371,7.755028832434618e-07,90.35,14,0.005,resnet18,GMP,cifar10,0.9
20,72231832000.0,0.2342236638069152,6.013985967001645e-07,95.18,0.2376105487346649,7.661147378712485e-07,90.41,14,0.005,resnet18,GMP,cifar10,0.9
30,106573432000.0,0.2203747630119323,5.848939963470912e-07,95.2,0.2238946408033371,7.615708454977721e-07,90.41,14,0.005,resnet18,GMP,cifar10,0.9
40,140915032000.0,0.1911250650882721,8.914129239201429e-07,95.02,0.1963625103235244,9.417393016519782e-07,90.24,14,0.005,resnet18,GMP,cifar10,0.9
50,175256632000.0,0.174125462770462,1.0325019275114755e-06,94.46,0.1740939170122146,1.3402703871179256e-06,90.27,14,0.005,resnet18,GMP,cifar10,0.9
60,209598232000.0,0.1674248576164245,1.0436847333039625e-06,94.48,0.1703800410032272,1.4341943597173668e-06,90.27,14,0.005,resnet18,GMP,cifar10,0.9
70,243939832000.0,0.1630811393260955,1.477506771152548e-06,94.14,0.1638162583112716,1.617694692868099e-06,90.27,14,0.005,resnet18,GMP,cifar10,0.9
80,278281432000.0,0.1396509557962417,2.0097777451155707e-06,94.12,0.1389196664094925,2.436555860185763e-06,90.24,14,0.005,resnet18,GMP,cifar10,0.9
90,312623032000.0,0.1195984333753585,2.616110123199178e-06,94.62,0.1271216720342636,3.2701650525268637e-06,90.31,14,0.005,resnet18,GMP,cifar10,0.9
-1,114650944.0,0.4698796570301056,9.296037433159654e-07,77.42,0.4516409933567047,1.026207769427856e-06,76.71,15,0.005,resnet18,GMP,cifar10,0.9
0,3554179264.0,0.4365457594394684,7.526797958234965e-07,81.86,0.4216355681419372,1.0199640883001848e-06,80.26,15,0.005,resnet18,GMP,cifar10,0.9
10,37949462464.0,0.23667673766613,4.088389289336192e-07,96.22,0.2310629040002823,7.16491683760978e-07,91.01,15,0.005,resnet18,GMP,cifar10,0.9
20,72344745664.0,0.2292918264865875,4.778935931426531e-07,95.24,0.2219590693712234,6.898497986185248e-07,91.03,15,0.005,resnet18,GMP,cifar10,0.9
