Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma
10,47477225968.0,0.1247467920184135,2.722739736782387e-06,96.48,0.1327649056911468,3.171000344082131e-06,92.23,14,0.0021
20,90507944368.0,0.1255238801240921,3.585525064409012e-06,96.8,0.1248887106776237,3.2747147997724824e-06,92.29,14,0.0021
30,133538662768.0,0.1091328188776969,4.471339707379229e-06,97.02,0.1169727966189384,3.713342721312074e-06,92.4,14,0.0021
40,176569381168.0,0.0851869732141494,5.3629032663593534e-06,97.64,0.1109078526496887,5.247145963949151e-06,92.6,14,0.0021
50,219600099568.0,0.0752590894699096,7.440717126883101e-06,96.94,0.1039887741208076,7.02215265846462e-06,92.76,14,0.0021
60,262630817968.0,0.0655465200543403,5.940824848948978e-06,97.42,0.1035244464874267,7.385155186057091e-06,92.78,14,0.0021
70,305661536368.0,0.0637580081820488,9.259301805286668e-06,97.16,0.1112056300044059,7.892841495049652e-06,92.84,14,0.0021
80,348692254768.0,0.0655810609459877,1.0254338121740147e-05,97.78,0.1061084792017936,1.0214575013378637e-05,92.87,14,0.0021
90,391722973168.0,0.052472174167633,1.0632666089804845e-05,97.64,0.1074776649475097,1.2171887647127733e-05,92.85,14,0.0021
-1,143394592.0,0.8265331983566284,3.594428562792018e-06,82.42,0.7533109784126282,3.287848130639759e-06,81.96,15,0.0021
0,4445232352.0,0.4376601278781891,2.327076117580873e-06,92.08,0.3974401354789734,2.21313166548498e-06,89.03,15,0.0021
10,47463609952.0,0.1245762631297111,3.366009423189098e-06,97.22,0.1470346599817276,2.480468992871465e-06,92.28,15,0.0021
20,90481987552.0,0.1187138557434082,3.0397407044802094e-06,96.66,0.1379792988300323,2.544490143918665e-06,92.32,15,0.0021
30,133500365152.0,0.1062022224068641,2.794391093630111e-06,97.04,0.1296699494123459,2.7736487027141266e-06,92.38,15,0.0021
40,176518742752.0,0.0769695192575454,4.734896720037796e-06,96.9,0.1127186641097068,4.128383807255887e-06,92.65,15,0.0021
50,219537120352.0,0.0659167468547821,6.40680582364439e-06,97.28,0.1111721247434616,5.441070243250579e-06,92.69,15,0.0021
60,262555497952.0,0.0631844624876976,6.472613222285872e-06,97.38,0.1080218181014061,5.662808234774275e-06,92.73,15,0.0021
70,305573875552.0,0.0668967962265014,5.965707714494784e-06,97.74,0.1091561317443847,6.219244824023917e-06,92.68,15,0.0021
80,348592253152.0,0.0558426193892955,8.982515282696113e-06,97.6,0.1082051768898963,7.764523616060615e-06,92.77,15,0.0021
90,391610630752.0,0.0552793107926845,9.96133530861698e-06,98.02,0.1091128140687942,9.424821655557024e-06,92.91,15,0.0021
-1,143354944.0,0.8730236887931824,3.456693548287149e-06,80.98,0.8203281164169312,3.358908543305006e-06,79.15,16,0.0021
0,4444003264.0,0.4399350583553314,1.918918314913753e-06,92.52,0.4048429131507873,2.447805400151992e-06,88.26,16,0.0021
10,47450486464.0,0.119904525578022,3.26959138874372e-06,96.9,0.1462935656309127,2.701482117117848e-06,91.99,16,0.0021
20,90456969664.0,0.1066250503063201,3.562265419532196e-06,97.28,0.1393475383520126,2.941704451586702e-06,92.03,16,0.0021
30,133463452864.0,0.0987276658415794,2.68256121671584e-06,97.1,0.132180631160736,3.2218231353908777e-06,92.26,16,0.0021
40,176469936064.0,0.0796559229493141,3.411988018342526e-06,97.7,0.1166305318474769,4.265596544428263e-06,92.48,16,0.0021
50,219476419264.0,0.0683672428131103,6.734400813002139e-06,97.44,0.1126827448606491,5.713229256798513e-06,92.54,16,0.0021
60,262482902464.0,0.0666261091828346,6.402615781553322e-06,97.52,0.1149864345788955,5.872342171642231e-06,92.52,16,0.0021
70,305489385664.0,0.0625949278473854,5.790240720671136e-06,97.5,0.1124258860945701,6.164062142488547e-06,92.58,16,0.0021
80,348495868864.0,0.054447203874588,1.0596116226224694e-05,97.92,0.1157883331179618,7.734824976068921e-06,92.59,16,0.0021
90,391502352064.0,0.0573849715292453,1.0503228622837923e-05,98.04,0.1279384046792984,8.309933946293313e-06,92.58,16,0.0021
-1,143309728.0,0.8391340970993042,2.1574555830738973e-06,80.14,0.8124851584434509,2.384910885666613e-06,78.99,17,0.0021
0,4442601568.0,0.3922987878322601,1.1899612673005322e-06,91.72,0.3615548610687256,1.526974301668815e-06,88.49,17,0.0021
10,47435519968.0,0.1261673718690872,2.6587372303765733e-06,97.12,0.1590465009212494,2.4520732040400617e-06,92.2,17,0.0021
20,90428438368.0,0.1129344999790191,3.1692641186964465e-06,96.7,0.151206374168396,2.6167876967519987e-06,92.29,17,0.0021
30,133421356768.0,0.1015625149011612,2.752416548901237e-06,97.14,0.1447911560535431,2.843630454663071e-06,92.31,17,0.0021
40,176414275168.0,0.0759753361344337,5.256425993138691e-06,97.5,0.1406461298465728,3.756332944249152e-06,92.62,17,0.0021
50,219407193568.0,0.064577966928482,6.751927685400005e-06,97.48,0.1362972110509872,5.0382318477204535e-06,92.73,17,0.0021
60,262400111968.0,0.0640983581542968,6.0127317738079e-06,97.62,0.1339104026556015,5.177619186724769e-06,92.76,17,0.0021
70,305393030368.0,0.0660186558961868,4.991463356418535e-06,97.36,0.1352912783622741,5.481609150592703e-06,92.84,17,0.0021
80,348385948768.0,0.0582126192748546,6.663547992502572e-06,97.72,0.1309335827827453,7.126036507543176e-06,92.78,17,0.0021
90,391378867168.0,0.0603368505835533,9.188574040308596e-06,97.9,0.1369410008192062,8.282690941996407e-06,92.75,17,0.0021
-1,143456656.0,0.9160324931144714,3.44256136486365e-06,77.46,0.8179886341094971,2.6751365567179164e-06,77.5,18,0.0021
0,4447156336.0,0.4612719118595123,1.84904729394475e-06,91.04,0.3985302150249481,1.6513705531906453e-06,87.8,18,0.0021
10,47484153136.0,0.130961388349533,1.7770644262782298e-06,96.6,0.1651630997657776,2.0623836007871432e-06,92.1,18,0.0021
20,90521149936.0,0.1263099312782287,2.6731065645435592e-06,96.3,0.1577587723731994,2.260987230329192e-06,92.14,18,0.0021
30,133558146736.0,0.1046679317951202,2.663198529262445e-06,96.86,0.1538927555084228,2.591505108284764e-06,92.21,18,0.0021
40,176595143536.0,0.0784980356693267,4.077781341038644e-06,97.14,0.1416686028242111,3.704502887558192e-06,92.39,18,0.0021
50,219632140336.0,0.0687799900770187,5.510530172614381e-06,97.66,0.1372482180595398,5.000261353416136e-06,92.5,18,0.0021
60,262669137136.0,0.069789320230484,5.293630238156766e-06,97.28,0.1343514323234558,5.186077942198608e-06,92.53,18,0.0021
70,305706133936.0,0.0634143874049186,6.29481473879423e-06,97.42,0.1342730522155761,5.484707344294293e-06,92.51,18,0.0021
80,348743130736.0,0.0652765333652496,8.33385820442345e-06,97.46,0.1298357248306274,6.595671493414557e-06,92.61,18,0.0021
90,391780127536.0,0.0535378530621528,7.12572045813431e-06,97.74,0.1312864124774933,7.971668310347013e-06,92.59,18,0.0021
-1,143397808.0,0.937175452709198,3.4674785638344474e-06,78.66,0.8497145771980286,2.966434749396285e-06,78.69,19,0.0021
0,4445332048.0,0.4537826776504516,2.186337724197074e-06,92.4,0.3969722092151642,1.8169668010159512e-06,88.53,19,0.0021
10,47464674448.0,0.1194867119193077,3.169371439071256e-06,96.96,0.140706181526184,2.876304961318965e-06,92.09,19,0.0021
20,90484016848.0,0.1115917563438415,3.608149199862965e-06,97.52,0.1302623897790908,3.112909780611517e-06,92.04,19,0.0021
30,133503359248.0,0.0999108254909515,4.292395260563353e-06,97.26,0.124124951660633,3.50378172697674e-06,92.14,19,0.0021
40,176522701648.0,0.0810802653431892,5.5196715038619e-06,97.52,0.1090722233057022,5.199681254453026e-06,92.29,19,0.0021
50,219542044048.0,0.0682449713349342,7.294729584828019e-06,97.42,0.1159036755561828,6.4037326410471e-06,92.42,19,0.0021
60,262561386448.0,0.0703950300812721,6.162311819934985e-06,97.68,0.1074889600276947,6.72881969876471e-06,92.42,19,0.0021
70,305580728848.0,0.0663908496499061,8.28341580927372e-06,97.68,0.1130172684788703,7.146131338231498e-06,92.45,19,0.0021
80,348600071248.0,0.0579626783728599,8.739895747567061e-06,97.96,0.1082065179944038,9.02019291970646e-06,92.6,19,0.0021
90,391619413648.0,0.0546293035149574,8.818829883239232e-06,98.04,0.1083322763442993,1.0757516974990722e-05,92.61,19,0.0021
-1,143504368.0,0.8982900381088257,3.3435551358707016e-06,80.72,0.8121461272239685,3.0474309369310504e-06,79.49,20,0.0021
0,4448635408.0,0.5047624111175537,2.017280166910496e-06,91.44,0.457333892583847,2.462303427819279e-06,87.78,20,0.0021
10,47499945808.0,0.1231214106082916,2.408512955298648e-06,96.82,0.1551273465156555,2.324441538803512e-06,91.82,20,0.0021
20,90551256208.0,0.1128209829330444,2.956235903184279e-06,97.02,0.1489434242248535,2.3688385226705577e-06,91.94,20,0.0021
30,133602566608.0,0.1094665899872779,2.818422217387706e-06,96.86,0.1438286751508712,2.590449867057032e-06,92.08,20,0.0021
40,176653877008.0,0.0800255164504051,4.671554506785469e-06,97.62,0.1249454244971275,3.5295345242047915e-06,92.42,20,0.0021
50,219705187408.0,0.0702873989939689,5.051248081144877e-06,97.52,0.1305947601795196,4.443057605385548e-06,92.42,20,0.0021
60,262756497808.0,0.0728474110364914,3.1613142255082494e-06,97.62,0.1298855394124984,4.844073828280671e-06,92.47,20,0.0021
70,305807808208.0,0.0634591281414032,6.215942903509131e-06,97.64,0.1315418183803558,4.9994000619335566e-06,92.46,20,0.0021
80,348859118608.0,0.0612831711769104,6.497822141682264e-06,97.86,0.1308853030204773,6.055056473996956e-06,92.57,20,0.0021
90,391910429008.0,0.0608116835355758,8.237669135269243e-06,98.06,0.1334791481494903,6.895132173667662e-06,92.66,20,0.0021
-1,143474608.0,0.9281435012817384,3.4666743431444047e-06,79.16,0.8121504783630371,3.384697947694804e-06,78.93,21,0.0021
0,4447712848.0,0.4859561324119568,1.854798142630898e-06,91.58,0.4104488790035248,1.9001024611498e-06,88.67,21,0.0021
10,47490095248.0,0.125687763094902,2.922532303273329e-06,97.02,0.1518887132406234,2.284094307469786e-06,92.12,21,0.0021
20,90532477648.0,0.1252523064613342,2.554341790528269e-06,96.88,0.143504112958908,2.458200469845906e-06,92.17,21,0.0021
30,133574860048.0,0.1128494217991828,2.9489256121451035e-06,97.38,0.1315190643072128,2.785043989206315e-06,92.26,21,0.0021
40,176617242448.0,0.0822045654058456,4.045421974296914e-06,97.42,0.1239294484257698,4.01244460590533e-06,92.43,21,0.0021
50,219659624848.0,0.0702693089842796,5.825894731970038e-06,97.64,0.1114047840237617,5.43725946045015e-06,92.59,21,0.0021
60,262702007248.0,0.0675093382596969,6.813645086367615e-06,97.44,0.1092652827501297,5.724301445297897e-06,92.63,21,0.0021
70,305744389648.0,0.0631737783551216,5.461486580315977e-06,97.34,0.110451191663742,5.981518370390404e-06,92.62,21,0.0021
80,348786772048.0,0.0590862855315208,7.397084573312895e-06,97.76,0.1019472554326057,7.800675120961387e-06,92.73,21,0.0021
90,391829154448.0,0.0638945549726486,9.55031191551825e-06,97.82,0.1072575822472572,8.791298569121864e-06,92.81,21,0.0021
-1,143358736.0,0.8498629331588745,3.907818609150127e-06,81.42,0.7393677234649658,3.69983354175929e-06,81.02,22,0.0021
0,4444120816.0,0.492044985294342,2.2654733129456872e-06,92.02,0.4161398708820343,2.5156587071251124e-06,88.67,22,0.0021
10,47451741616.0,0.1305481344461441,2.5302465473942e-06,97.14,0.1866048127412796,2.0468751245061867e-06,92.09,22,0.0021
20,90459362416.0,0.1156845316290855,2.5814190394157777e-06,96.96,0.1807889938354492,2.197277808591025e-06,92.2,22,0.0021
30,133466983216.0,0.1075790002942085,4.313079443818424e-06,96.98,0.1729057878255844,2.4502339783794014e-06,92.31,22,0.0021
40,176474604016.0,0.0847755819559097,4.422112851898419e-06,97.3,0.1684702336788177,3.289755568403052e-06,92.52,22,0.0021
50,219482224816.0,0.0634690150618553,5.945520115346881e-06,97.24,0.1635411083698272,4.400271791382693e-06,92.65,22,0.0021
60,262489845616.0,0.068362146615982,6.15449152974179e-06,97.8,0.1664046198129654,4.424864982865984e-06,92.65,22,0.0021
70,305497466416.0,0.0633734688162803,5.675477495969972e-06,97.3,0.1695446372032165,4.82766290588188e-06,92.73,22,0.0021
80,348505087216.0,0.0581591427326202,8.445277671853546e-06,97.74,0.1777173727750778,5.804850843560416e-06,92.82,22,0.0021
90,391512708016.0,0.0572026930749416,7.940366231196094e-06,97.9,0.1719537228345871,6.710597062919987e-06,92.88,22,0.0021
-1,143349808.0,0.8152748346328735,2.68408507508866e-06,82.56,0.6884995102882385,2.569353682702058e-06,81.99,23,0.0021
0,4443844048.0,0.4559749960899353,2.0956244952685665e-06,92.84,0.3715554773807525,1.7368074622936549e-06,88.75,23,0.0021
10,47448786448.0,0.1294431686401367,3.136438635920058e-06,97.32,0.1548860818147659,2.25032613343501e-06,91.95,23,0.0021
20,90453728848.0,0.107371762394905,3.639981059677666e-06,97.2,0.1476520299911499,2.4033827230596216e-06,91.98,23,0.0021
30,133458671248.0,0.1057668253779411,3.986083356721792e-06,97.6,0.142575204372406,2.693710030143848e-06,92.14,23,0.0021
40,176463613648.0,0.0840073451399803,4.458740477275569e-06,97.6,0.1411310136318206,3.525643705870607e-06,92.35,23,0.0021
50,219468556048.0,0.0649786368012428,6.702923201373778e-06,97.58,0.1260547637939453,4.451850600162288e-06,92.57,23,0.0021
60,262473498448.0,0.0727321580052375,5.456371127365856e-06,97.58,0.126500055193901,4.704095317720203e-06,92.54,23,0.0021
70,305478440848.0,0.0625250935554504,7.141498372220667e-06,97.82,0.1187027618288993,5.019975105824415e-06,92.53,23,0.0021
80,348483383248.0,0.0539706498384475,8.23288155515911e-06,98.06,0.1186925619840622,6.203503289725632e-06,92.54,23,0.0021
90,391488325648.0,0.0535441413521766,9.449804565520026e-06,97.92,0.1144215613603591,7.035273938527098e-06,92.66,23,0.0021
-1,143430640.0,0.7940199375152588,3.7276986404322088e-06,81.54,0.7516075372695923,3.196809302608017e-06,80.08,24,0.0021
0,4446349840.0,0.451476901769638,2.834711949617485e-06,92.38,0.425283133983612,2.4477951683365973e-06,88.45,24,0.0021
10,47475541840.0,0.1308485865592956,2.67436598733184e-06,96.7,0.1495389640331268,2.545504230511142e-06,92.08,24,0.0021
20,90504733840.0,0.1183338463306427,3.0227367915358627e-06,96.92,0.1430051177740097,2.645950189616997e-06,92.1,24,0.0021
30,133533925840.0,0.1053053587675094,4.142761554248864e-06,97.2,0.1339521557092666,2.8422891773516312e-06,92.2,24,0.0021
40,176563117840.0,0.0885496735572815,4.890785930911079e-06,97.2,0.1230269968509674,3.908411144948332e-06,92.51,24,0.0021
50,219592309840.0,0.0662331208586692,5.674319254467264e-06,97.4,0.1103170588612556,4.86757880935329e-06,92.61,24,0.0021
60,262621501840.0,0.0664590969681739,6.941653737158049e-06,97.32,0.110691986978054,4.943686235492351e-06,92.61,24,0.0021
70,305650693840.0,0.0635273307561874,6.565149305970408e-06,97.58,0.1105004996061325,5.28868213223177e-06,92.59,24,0.0021
80,348679885840.0,0.0718741044402122,7.465674116247101e-06,97.98,0.1071859300136566,6.995931016717805e-06,92.57,24,0.0021
90,391709077840.0,0.0638066604733467,7.489355084544513e-06,97.94,0.1136984750628471,7.59646582082496e-06,92.64,24,0.0021
-1,143341840.0,0.9189499020576476,3.446336904744385e-06,76.92,0.8858174085617065,3.1449826565221883e-06,76.59,25,0.0021
0,4443597040.0,0.4869491457939148,2.0325016976130428e-06,90.5,0.4595325589179992,2.131278051820118e-06,87.12,25,0.0021
10,47446149040.0,0.1223810315132141,2.288221367052756e-06,97.16,0.1347032636404037,2.3963084458955564e-06,92.09,25,0.0021
20,90448701040.0,0.1247759610414505,2.511463208065834e-06,96.68,0.1275722682476043,2.5948618258553324e-06,92.15,25,0.0021
30,133451253040.0,0.101333275437355,2.527696778997779e-06,97.32,0.1188480705022811,2.8664671845035627e-06,92.27,25,0.0021
40,176453805040.0,0.0890069603919982,4.18486570197274e-06,97.42,0.1090180948376655,4.255751264281571e-06,92.52,25,0.0021
50,219456357040.0,0.0666790679097175,5.497212896443671e-06,97.4,0.1049900501966476,5.3800608839083e-06,92.62,25,0.0021
60,262458909040.0,0.0686131715774536,4.950702987116529e-06,97.58,0.1051503643393516,5.715750376111828e-06,92.62,25,0.0021
70,305461461040.0,0.06574247777462,6.318475243460853e-06,97.58,0.1085698381066322,6.0874490372953005e-06,92.65,25,0.0021
80,348464013040.0,0.0585718676447868,6.804506028856849e-06,97.54,0.1015809774398803,7.58198939365684e-06,92.74,25,0.0021
90,391466565040.0,0.0611808784306049,6.812445917603327e-06,98.1,0.113611415028572,9.084596058528405e-06,92.76,25,0.0021
-1,143434000.0,0.9293477535247804,2.874615120163071e-06,78.56,0.824200451374054,2.903557970057591e-06,78.58,26,0.0021
0,4446454000.0,0.4470636546611786,2.1595451471512206e-06,91.48,0.3669818639755249,1.6944964045251254e-06,88.6,26,0.0021
10,47476654000.0,0.1229681149125099,2.5460658434894867e-06,97.12,0.1605861335992813,2.345097527722828e-06,92.18,26,0.0021
20,90506854000.0,0.1178802624344825,2.853328624041751e-06,96.84,0.1547910869121551,2.422284069325542e-06,92.21,26,0.0021
30,133537054000.0,0.0994238704442977,3.1021741051517893e-06,97.06,0.1478624194860458,2.738918055911199e-06,92.28,26,0.0021
40,176567254000.0,0.0824252292513847,4.381869075587019e-06,97.22,0.1379291415214538,3.6261972127249456e-06,92.47,26,0.0021
50,219597454000.0,0.0688895806670188,4.4811645238951314e-06,97.3,0.1234701722860336,4.943271960655693e-06,92.68,26,0.0021
60,262627654000.0,0.0658690705895423,6.044276688044192e-06,97.56,0.1246986612677574,5.069157396064838e-06,92.72,26,0.0021
70,305657854000.0,0.063456118106842,4.20727837990853e-06,97.84,0.1257267147302627,5.392335879150778e-06,92.75,26,0.0021
80,348688054000.0,0.0613852888345718,6.399804078682792e-06,98.28,0.1170184761285781,6.939551894902252e-06,92.88,26,0.0021
90,391718254000.0,0.0574389547109603,8.760862328927033e-06,97.8,0.1271280497312545,7.694958185311407e-06,92.97,26,0.0021
-1,143325856.0,0.9785809516906738,5.118534772918792e-06,77.26,0.9167205095291138,4.171773980488069e-06,77.4,27,0.0021
0,4443101536.0,0.5091540217399597,2.726926368268323e-06,90.66,0.4628323912620544,2.1267937881930266e-06,88.24,27,0.0021
10,47440858336.0,0.1165793687105178,3.3135866033262573e-06,96.68,0.151159793138504,3.211225021004793e-06,92.26,27,0.0021
20,90438615136.0,0.1153976991772651,2.464937097101938e-06,96.92,0.1447880864143371,3.262497102696216e-06,92.35,27,0.0021
30,133436371936.0,0.1084633767604827,3.658904461190105e-06,97.3,0.1348767578601837,3.5722280244954163e-06,92.42,27,0.0021
40,176434128736.0,0.0779539197683334,4.311438260629075e-06,97.54,0.1209978833794593,4.8062556743389e-06,92.64,27,0.0021
50,219431885536.0,0.066774345934391,4.909317794954404e-06,97.32,0.1176585406064987,5.784580480394652e-06,92.9,27,0.0021
60,262429642336.0,0.0678848698735237,6.787436177546624e-06,97.56,0.1185460537672042,5.947092631686246e-06,92.88,27,0.0021
70,305427399136.0,0.0615419074892997,6.5459739744255785e-06,97.64,0.1193378344178199,6.2652970882481895e-06,92.99,27,0.0021
80,348425155936.0,0.0666191801428794,7.182782610470895e-06,97.64,0.1174903437495231,8.222614269470796e-06,92.96,27,0.0021
90,391422912736.0,0.0644182115793228,1.279501066164812e-05,97.78,0.1232692748308181,9.228737326338887e-06,92.98,27,0.0021
-1,143441872.0,0.7411074638366699,3.5002146887563867e-06,83.14,0.6424049735069275,2.705491624510614e-06,82.22,28,0.0021
0,4446698032.0,0.4374662041664123,2.5031013137777336e-06,91.26,0.3890374600887298,1.935509772010846e-06,88.75,28,0.0021
10,47479259632.0,0.1286118924617767,3.4145334666391136e-06,96.9,0.1642875373363495,2.4445234885206446e-06,92.03,28,0.0021
20,90511821232.0,0.1278531551361084,2.496929027984152e-06,96.68,0.1562563776969909,2.641218088683672e-06,92.07,28,0.0021
30,133544382832.0,0.1082649454474449,3.631468189269072e-06,96.66,0.149510309100151,2.805010126394336e-06,92.22,28,0.0021
40,176576944432.0,0.0842214077711105,4.236449058225844e-06,97.02,0.1316338777542114,3.998883130407194e-06,92.44,28,0.0021
50,219609506032.0,0.0671442300081253,5.030019565310795e-06,97.7,0.1294024884700775,4.867863935942296e-06,92.62,28,0.0021
60,262642067632.0,0.073100633919239,4.544763214653358e-06,97.5,0.1296681761741638,5.192477146920282e-06,92.62,28,0.0021
70,305674629232.0,0.0605855025351047,4.875783815805335e-06,97.58,0.1259035915136337,5.731490546168061e-06,92.67,28,0.0021
80,348707190832.0,0.0569475851953029,5.180017979000695e-06,97.82,0.1254811733961105,6.435141131078126e-06,92.78,28,0.0021
90,391739752432.0,0.0544998310506343,6.661626230197726e-06,97.92,0.1269971132278442,7.631510925421026e-06,92.85,28,0.0021
-1,143423824.0,0.8024356961250305,3.5433247376204235e-06,83.1,0.6972735524177551,3.3475430427643005e-06,81.77,29,0.0021
0,4446138544.0,0.4177454113960266,2.599419985926943e-06,92.62,0.3513514101505279,2.6567486202111468e-06,89.43,29,0.0021
10,47473285744.0,0.1148697286844253,2.786998948067776e-06,96.68,0.1569046825170517,2.3486973077524453e-06,92.0,29,0.0021
20,90500432944.0,0.109694704413414,2.7465771381685045e-06,96.86,0.1501596122980117,2.448977284075226e-06,92.06,29,0.0021
30,133527580144.0,0.0995315909385681,3.955754891649121e-06,97.34,0.1443513482809066,2.6272921331838006e-06,92.17,29,0.0021
40,176554727344.0,0.0790901035070419,5.116452939546434e-06,97.08,0.137241780757904,3.4357190088485368e-06,92.51,29,0.0021
50,219581874544.0,0.0758410841226577,5.176359081815463e-06,97.5,0.1191619336605072,4.67870586362551e-06,92.61,29,0.0021
60,262609021744.0,0.0732236802577972,5.10975633005728e-06,97.64,0.1184300929307937,4.913760676572565e-06,92.6,29,0.0021
70,305636168944.0,0.066526398062706,5.967793185845949e-06,97.7,0.1172732263803482,5.193657216295833e-06,92.67,29,0.0021
80,348663316144.0,0.0639489069581031,8.822457857604604e-06,97.64,0.1224137917160987,6.441971436288441e-06,92.77,29,0.0021
90,391690463344.0,0.0547424964606761,8.244479431596119e-06,98.04,0.1155792921781539,8.053904821281321e-06,92.83,29,0.0021
-1,143439808.0,0.9532042145729064,3.614424258557847e-06,76.78,0.8698026537895203,3.214665866835276e-06,77.84,30,0.0021
0,4446634048.0,0.4785580933094024,2.129666654582252e-06,91.64,0.4081930816173553,1.745255531204748e-06,88.55,30,0.0021
10,47478576448.0,0.1192725598812103,2.635812052176334e-06,96.96,0.1646175533533096,2.5041958906513173e-06,92.41,30,0.0021
20,90510518848.0,0.1141420155763626,3.578263203962706e-06,97.14,0.1588207632303238,2.6552233975962736e-06,92.48,30,0.0021
30,133542461248.0,0.0992884412407875,3.759141463888227e-06,97.34,0.1516887843608856,3.0965045425546123e-06,92.42,30,0.0021
40,176574403648.0,0.0753286927938461,5.5038703976606485e-06,97.54,0.131983995437622,4.595645805238746e-06,92.51,30,0.0021
50,219606346048.0,0.0620253458619117,6.418357315851608e-06,97.68,0.1302382797002792,6.0144679991935845e-06,92.6,30,0.0021
60,262638288448.0,0.0727167278528213,5.264855644782074e-06,97.52,0.1275369226932525,6.199077688506804e-06,92.68,30,0.0021
70,305670230848.0,0.0648350119590759,7.959039066918194e-06,97.42,0.1278230100870132,6.581582056242041e-06,92.67,30,0.0021
80,348702173248.0,0.0655544027686119,6.958513040444814e-06,97.62,0.1297373473644256,7.642939635843504e-06,92.74,30,0.0021
90,391734115648.0,0.0587653592228889,8.621084816695657e-06,98.1,0.1192591786384582,9.37136610446032e-06,92.71,30,0.0021
-1,143434288.0,0.7496945261955261,2.897998228945653e-06,83.06,0.7097184658050537,2.8752228899975307e-06,81.64,31,0.0021
0,4446462928.0,0.4315104484558105,2.4145647330442443e-06,92.68,0.3988612592220306,2.2016010916559026e-06,88.5,31,0.0021
10,47476749328.0,0.1254056096076965,2.5160049972328125e-06,97.1,0.1604715287685394,2.160558551622671e-06,92.23,31,0.0021
20,90507035728.0,0.119538776576519,2.921289706137032e-06,97.24,0.1562779992818832,2.25129065256624e-06,92.26,31,0.0021
30,133537322128.0,0.1002936586737632,2.323366288692341e-06,97.18,0.1498758196830749,2.389957899140427e-06,92.31,31,0.0021
40,176567608528.0,0.0745198279619216,3.916821697202977e-06,97.3,0.1324692368507385,3.478392727629398e-06,92.5,31,0.0021
50,219597894928.0,0.0680715292692184,4.454864210856613e-06,97.44,0.1288439184427261,4.414324394019786e-06,92.63,31,0.0021
60,262628181328.0,0.0715898722410202,4.051756150147412e-06,97.42,0.1342467665672302,4.626645022653975e-06,92.62,31,0.0021
70,305658467728.0,0.063351072371006,4.170450210949639e-06,97.74,0.1321668922901153,4.880531378148589e-06,92.62,31,0.0021
80,348688754128.0,0.0615021847188472,4.685214207711397e-06,97.7,0.1337386518716812,5.811596565763466e-06,92.74,31,0.0021
90,391719040528.0,0.0545134209096431,7.749765245534945e-06,98.1,0.1347635090351104,6.852753813291201e-06,92.8,31,0.0021
-1,143294272.0,0.9498477578163148,3.1295812732423656e-06,76.18,0.8701360821723938,2.478708438502508e-06,76.58,32,0.0021
0,4442122432.0,0.4665674269199371,1.9202070689061657e-06,91.12,0.4110281765460968,1.8048189076580456e-06,88.01,32,0.0021
10,47430404032.0,0.1243378072977066,2.8278009267523885e-06,97.0,0.1577723771333694,3.2474406452820404e-06,92.16,32,0.0021
20,90418685632.0,0.1132854670286178,2.6109398731932743e-06,96.82,0.1511305570602417,3.48701451002853e-06,92.24,32,0.0021
30,133406967232.0,0.0956387668848037,3.6711978737002937e-06,97.34,0.1434350162744522,3.777580332098296e-06,92.33,32,0.0021
40,176395248832.0,0.0768917948007583,3.673725132102845e-06,97.54,0.1339881271123886,5.458801297208993e-06,92.54,32,0.0021
50,219383530432.0,0.0733919292688369,6.063854470994556e-06,97.68,0.1296587884426117,7.116072538337903e-06,92.7,32,0.0021
60,262371812032.0,0.0685396343469619,5.906221758777974e-06,97.54,0.1329881697893142,7.276858468685532e-06,92.64,32,0.0021
70,305360093632.0,0.0676397308707237,5.29171393282013e-06,97.74,0.1368320882320404,7.704636118432973e-06,92.66,32,0.0021
80,348348375232.0,0.0544269233942031,6.162410045362776e-06,97.68,0.1374686062335968,9.646808393881656e-06,92.76,32,0.0021
90,391336656832.0,0.0580466501414775,9.674348802946042e-06,97.84,0.1422021985054016,1.112989593821112e-05,92.83,32,0.0021
-1,143424112.0,1.2516932487487793,3.4817653613572475e-06,72.44,1.1403790712356567,3.41191548614006e-06,73.58,33,0.0021
0,4446147472.0,0.4682305753231048,2.2935123524803203e-06,92.1,0.3948973715305328,2.2678336790704634e-06,88.4,33,0.0021
10,47473381072.0,0.1164517626166343,3.3302430892945267e-06,96.78,0.1424430906772613,2.5677966277726227e-06,92.01,33,0.0021
20,90500614672.0,0.1136419549584388,3.1118329388846178e-06,96.56,0.1362352669239044,2.662327915459173e-06,92.09,33,0.0021
30,133527848272.0,0.1024664938449859,4.1440484892518725e-06,97.0,0.1269064396619796,3.023600584128872e-06,92.19,33,0.0021
40,176555081872.0,0.0778162777423858,3.964933966926765e-06,97.18,0.1237767115235328,3.968260443798499e-06,92.37,33,0.0021
50,219582315472.0,0.0727628916501998,5.91698199059465e-06,97.74,0.1152501478791236,4.999572865926893e-06,92.48,33,0.0021
60,262609549072.0,0.0645617991685867,6.134733666840475e-06,97.8,0.1121243983507156,5.235219759924803e-06,92.53,33,0.0021
70,305636782672.0,0.0644158497452735,5.373460226110183e-06,97.86,0.1103477552533149,5.543232418858679e-06,92.55,33,0.0021
