Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma
80,303917318848.0,0.1831219494342804,4.681939117290312e-06,92.64,0.1865203529596328,4.108250323042739e-06,89.25,28,0.0032
90,341422541248.0,0.1559111326932907,5.530395810637856e-06,92.52,0.1602678894996643,6.567383479705313e-06,89.4,28,0.0032
-1,125195920.0,0.4921876490116119,2.393329054939386e-07,64.06,0.463540256023407,2.781317789413152e-07,64.37,29,0.0032
0,3881073520.0,0.4804420471191406,2.595458568066533e-07,66.34,0.4531305432319641,2.881694456391415e-07,66.17,29,0.0032
10,41439849520.0,0.3286145627498626,3.770082912524231e-07,92.32,0.3106136620044708,4.178908170615614e-07,87.98,29,0.0032
20,78998625520.0,0.3077403604984283,3.650226574336557e-07,93.24,0.2920418977737427,4.323624978042062e-07,89.14,29,0.0032
30,116557401520.0,0.2789549827575683,3.350125439283147e-07,94.28,0.2661196589469909,4.3930231186095625e-07,89.98,29,0.0032
40,154116177520.0,0.2224393635988235,5.152106723471661e-07,94.52,0.2253899276256561,6.270691983445431e-07,90.07,29,0.0032
50,191674953520.0,0.2113524675369262,1.1658111134238425e-06,93.3,0.2145344465970993,1.3010831025894731e-06,89.65,29,0.0032
60,229233729520.0,0.2093670964241027,1.4964922456783825e-06,93.04,0.2107965946197509,1.5069817891344428e-06,89.6,29,0.0032
70,266792505520.0,0.206500619649887,2.0120994577155216e-06,93.5,0.2034738957881927,1.9098076791124186e-06,89.56,29,0.0032
80,304351281520.0,0.1796284466981887,4.640864972316194e-06,92.7,0.1753164380788803,3.921691131836269e-06,89.16,29,0.0032
90,341910057520.0,0.1561505943536758,5.176036665943684e-06,92.56,0.1528046280145645,6.306782324827509e-06,89.11,29,0.0032
-1,125138128.0,0.552345335483551,5.662153625962674e-07,52.92,0.5388723611831665,5.564822345149878e-07,54.69,30,0.0032
0,3879281968.0,0.5321857333183289,4.858221132053586e-07,56.2,0.5207417607307434,5.371029487832857e-07,57.52,30,0.0032
10,41420720368.0,0.3394864201545715,3.917006949905044e-07,88.16,0.3416091799736023,4.868009568781417e-07,85.1,30,0.0032
20,78962158768.0,0.3164688348770141,3.4760154221658013e-07,90.24,0.3201967179775238,4.856756845583732e-07,86.67,30,0.0032
30,116503597168.0,0.2861862778663635,3.4159469919359253e-07,92.56,0.2903320491313934,4.921738536722842e-07,88.74,30,0.0032
40,154045035568.0,0.2363128066062927,6.424968432838796e-07,94.06,0.2447891682386398,7.161476105466136e-07,89.92,30,0.0032
50,191586473968.0,0.2180301249027252,1.733971657813527e-06,93.68,0.2295314967632293,1.6023537909859442e-06,89.46,30,0.0032
60,229127912368.0,0.2165034264326095,1.7402999219484627e-06,93.56,0.2269557416439056,1.843820541580499e-06,89.47,30,0.0032
70,266669350768.0,0.2094247639179229,2.3743873498460744e-06,93.86,0.2194370925426483,2.3047905415296555e-06,89.39,30,0.0032
80,304210789168.0,0.1819281876087188,4.727983196062269e-06,93.02,0.1856710463762283,4.678769073507283e-06,89.12,30,0.0032
90,341752227568.0,0.1544082313776016,8.111562237900216e-06,91.86,0.1711567342281341,7.587472282466479e-06,89.1,30,0.0032
-1,125224384.0,0.4976363182067871,3.990617756244319e-07,61.0,0.5006820559501648,4.015440424609551e-07,60.71,31,0.0032
0,3881955904.0,0.4849496185779571,4.08346096492096e-07,63.34,0.4886139929294586,4.184310284927051e-07,62.55,31,0.0032
10,41449271104.0,0.3217673897743225,3.33333758817389e-07,91.22,0.3302211463451385,4.859492150899314e-07,87.74,31,0.0032
20,79016586304.0,0.3006609082221985,4.264031474576768e-07,92.92,0.3098945617675781,4.817168246518122e-07,89.0,31,0.0032
30,116583901504.0,0.2722397446632385,4.617879483248544e-07,94.6,0.2809937298297882,4.879241259914124e-07,90.23,31,0.0032
40,154151216704.0,0.2211931943893432,4.537574227470033e-07,94.54,0.2302159518003463,6.29196108548058e-07,90.41,31,0.0032
50,191718531904.0,0.2118441313505172,8.919865308598673e-07,93.9,0.213576927781105,1.1112803122159676e-06,89.99,31,0.0032
60,229285847104.0,0.2101596593856811,1.0833761052708724e-06,93.84,0.2106022536754608,1.261027477994503e-06,89.87,31,0.0032
70,266853162304.0,0.2041123956441879,1.6248982319666538e-06,94.08,0.2032769918441772,1.549209855511435e-06,89.71,31,0.0032
80,304420477504.0,0.1784345805644989,2.3496352241636487e-06,93.44,0.1774852871894836,3.0672667890030425e-06,89.36,31,0.0032
90,341987792704.0,0.1489948034286499,4.5794026846124325e-06,93.72,0.158848688006401,4.955208169121761e-06,89.38,31,0.0032
-1,125125360.0,0.5976185202598572,5.421146624939865e-07,46.7,0.5889819860458374,4.141683120906237e-07,48.56,32,0.0032
0,3878886160.0,0.5647181868553162,3.490739004519128e-07,50.92,0.5591700673103333,3.928916783024761e-07,53.04,32,0.0032
10,41416494160.0,0.3268255591392517,3.843238403078432e-07,90.52,0.3375036120414734,4.855349970966927e-07,86.94,32,0.0032
20,78954102160.0,0.3086705207824707,3.666158647774864e-07,92.22,0.3163099586963653,4.86229112084402e-07,88.3,32,0.0032
30,116491710160.0,0.276624321937561,3.231488960864226e-07,93.9,0.2873497307300567,5.087597401143285e-07,89.52,32,0.0032
40,154029318160.0,0.222188800573349,6.038505375727254e-07,94.9,0.2304530441761016,6.471775577665539e-07,90.6,32,0.0032
50,191566926160.0,0.2144393920898437,1.2021075690427097e-06,93.86,0.2111186236143112,1.2115335721318845e-06,90.35,32,0.0032
60,229104534160.0,0.2099417001008987,1.57625584051857e-06,93.56,0.2069159299135208,1.381277456857788e-06,90.21,32,0.0032
70,266642142160.0,0.2054336667060852,1.6505915709785768e-06,93.6,0.1999357640743255,1.715155804049573e-06,90.09,32,0.0032
80,304179750160.0,0.179966315627098,3.796740656980546e-06,93.36,0.1705748289823532,3.547321057340014e-06,89.6,32,0.0032
90,341717358160.0,0.1540245711803436,5.994098046357976e-06,92.84,0.1492942869663238,5.723602953366935e-06,89.52,32,0.0032
-1,125173600.0,0.4709960520267486,3.1813436862648814e-07,63.88,0.4665574431419372,3.925366911516903e-07,62.06,33,0.0032
0,3880381600.0,0.4621410071849823,3.364139899986185e-07,65.74,0.4575403332710266,4.01688851070503e-07,64.03,33,0.0032
10,41432461600.0,0.3299961984157562,3.3308998581560445e-07,90.7,0.3304612040519714,4.7527740321129386e-07,87.39,33,0.0032
20,78984541600.0,0.3103518784046173,4.708342657977482e-07,92.84,0.3124995827674866,4.936287609780265e-07,88.79,33,0.0032
30,116536621600.0,0.2818152904510498,4.229765693253285e-07,94.5,0.2853268086910248,5.049078595220635e-07,90.25,33,0.0032
40,154088701600.0,0.2249411940574646,6.061371777832392e-07,95.0,0.2278784364461898,6.613224172724586e-07,90.14,33,0.0032
50,191640781600.0,0.21090929210186,1.19254559649562e-06,93.52,0.2151105403900146,1.17970284918556e-06,89.51,33,0.0032
60,229192861600.0,0.2078645080327987,1.309636672885972e-06,93.58,0.2147666364908218,1.3308994084582082e-06,89.44,33,0.0032
70,266744941600.0,0.2001690864562988,2.275030510645593e-06,93.28,0.208671286702156,1.6473777577630244e-06,89.23,33,0.0032
80,304297021600.0,0.1726873368024826,3.1643430702388287e-06,93.02,0.1892436742782592,3.293230975032202e-06,88.9,33,0.0032
90,341849101600.0,0.1476351618766784,5.923892786086071e-06,93.16,0.1755502820014953,5.303214493324049e-06,88.85,33,0.0032
-1,125245552.0,0.5068743228912354,4.082095301782829e-07,59.56,0.5138205289840698,4.748317508074251e-07,58.27,34,0.0032
0,3882612112.0,0.4949938654899597,3.912131205652258e-07,61.46,0.5009058117866516,4.700260376466759e-07,60.53,34,0.0032
10,41456277712.0,0.3324826955795288,3.237665282540547e-07,90.2,0.3429320454597473,4.751462938656914e-07,86.55,34,0.0032
20,79029943312.0,0.3135525286197662,3.1253978249878855e-07,92.1,0.3238735198974609,4.721899813375785e-07,88.12,34,0.0032
30,116603608912.0,0.2859468460083008,3.16885177653603e-07,93.96,0.2968257665634155,4.991256332687044e-07,89.37,34,0.0032
40,154177274512.0,0.2304050773382187,7.127630397008033e-07,94.98,0.2402448058128357,6.620651333832939e-07,90.44,34,0.0032
50,191750940112.0,0.2176556438207626,9.937845106833263e-07,94.54,0.2261985093355178,1.012001007438812e-06,90.2,34,0.0032
60,229324605712.0,0.2145017981529235,9.37089112085232e-07,94.8,0.2226377874612808,1.1115241704828804e-06,90.11,34,0.0032
70,266898271312.0,0.2129204124212265,1.2870812042820037e-06,94.16,0.2161120027303695,1.35058508021757e-06,89.88,34,0.0032
80,304471936912.0,0.1846667975187301,3.2668363019183744e-06,93.98,0.1849513798952102,2.8578683668456506e-06,89.37,34,0.0032
90,342045602512.0,0.1550366431474685,4.227073986839969e-06,93.68,0.1595651656389236,4.973276645614533e-06,89.18,34,0.0032
-1,125205376.0,0.5342675447463989,3.27967029534193e-07,57.36,0.5073826909065247,3.864466293634905e-07,59.09,35,0.0032
0,3881366656.0,0.5140056610107422,3.61307286311785e-07,60.44,0.4898898005485534,4.007892755453213e-07,61.64,35,0.0032
10,41442979456.0,0.3287000954151153,3.2474397926307574e-07,92.78,0.3158251047134399,5.336651724974217e-07,88.75,35,0.0032
20,79004592256.0,0.3064888417720794,3.738392422292236e-07,94.04,0.2956653833389282,5.356206429496524e-07,89.71,35,0.0032
30,116566205056.0,0.2788268625736236,3.760554534437688e-07,95.3,0.2679816782474518,5.411385473053087e-07,90.7,35,0.0032
40,154127817856.0,0.2259901612997055,6.9639565936086e-07,95.02,0.223775178194046,8.180815598279878e-07,90.54,35,0.0032
50,191689430656.0,0.2094384431838989,1.5330952010117471e-06,94.18,0.2108894735574722,1.662947056502162e-06,89.72,35,0.0032
60,229251043456.0,0.2083601057529449,1.6678949350534822e-06,94.0,0.2075416594743728,1.892412797133148e-06,89.65,35,0.0032
70,266812656256.0,0.2025343626737594,2.907898078774452e-06,93.96,0.2007534205913543,2.3195482299342984e-06,89.53,35,0.0032
80,304374269056.0,0.1702937334775924,4.382628048915649e-06,93.38,0.1725892275571823,4.460765467229066e-06,89.24,35,0.0032
90,341935881856.0,0.1471237987279892,6.948194368305849e-06,93.34,0.1580281555652618,7.023085800028639e-06,89.23,35,0.0032
-1,125085568.0,0.5438724756240845,2.453078025155264e-07,54.88,0.5379350185394287,2.475079554642434e-07,55.17,36,0.0032
0,3877652608.0,0.5257575511932373,2.1847182551937294e-07,58.08,0.5217195153236389,2.727736330143671e-07,57.89,36,0.0032
10,41403323008.0,0.3374108672142029,4.544870080280816e-07,91.02,0.3423992991447449,4.672703255437227e-07,86.95,36,0.0032
20,78928993408.0,0.3148418068885803,4.566675215755822e-07,92.58,0.3216680288314819,4.847332775170798e-07,88.45,36,0.0032
30,116454663808.0,0.2833910286426544,4.084050715391641e-07,94.26,0.2922898232936859,5.140136636327952e-07,89.89,36,0.0032
40,153980334208.0,0.2251427471637725,4.843938086196431e-07,94.6,0.2390460669994354,5.86838382332644e-07,90.3,36,0.0032
50,191506004608.0,0.2138384729623794,1.45022443120979e-06,93.66,0.2223661392927169,1.065163246494194e-06,89.72,36,0.0032
60,229031675008.0,0.2108476907014846,1.3907807669966132e-06,93.54,0.2196070402860641,1.2154102932981914e-06,89.63,36,0.0032
70,266557345408.0,0.2085631340742111,1.947852297234931e-06,93.68,0.2119856476783752,1.5444737755387905e-06,89.56,36,0.0032
80,304083015808.0,0.1834862828254699,4.904610250378028e-06,93.42,0.1816005110740661,3.307103952465696e-06,89.32,36,0.0032
90,341608686208.0,0.1559089571237564,6.628830760746496e-06,93.28,0.1529825329780578,5.34162245457992e-06,89.27,36,0.0032
-1,125211376.0,0.4659363925457001,3.3791823739193205e-07,65.92,0.463067352771759,4.054862756674993e-07,64.3,37,0.0032
0,3881552656.0,0.4540676176548004,4.680666734202532e-07,68.82,0.4532447755336761,4.194666587409301e-07,66.53,37,0.0032
10,41444965456.0,0.3157753944396972,3.897010572018189e-07,91.9,0.3269239962100982,4.681185146182544e-07,88.2,37,0.0032
20,79008378256.0,0.2951403558254242,4.795505788024457e-07,93.44,0.3107196986675262,4.900351768810651e-07,89.2,37,0.0032
30,116571791056.0,0.2711031436920166,4.166230667124182e-07,94.12,0.2875132858753204,5.215501914790366e-07,90.0,37,0.0032
40,154135203856.0,0.2225620001554489,5.569494874180236e-07,94.18,0.244874432682991,7.233752512547653e-07,90.39,37,0.0032
50,191698616656.0,0.2139109075069427,1.2671968079303042e-06,93.44,0.2348899245262146,1.2395125850162003e-06,90.05,37,0.0032
60,229262029456.0,0.2144629210233688,1.2417574453138511e-06,93.44,0.2317618876695633,1.3865840173821198e-06,89.93,37,0.0032
70,266825442256.0,0.2088724374771118,1.5083606967891685e-06,93.58,0.2257157862186432,1.6818274843899417e-06,89.8,37,0.0032
80,304388855056.0,0.1878782212734222,3.3742796858859947e-06,92.6,0.194169819355011,3.3044486826838693e-06,89.56,37,0.0032
90,341952267856.0,0.1599720567464828,4.576012997858925e-06,93.06,0.175067588686943,5.374497504817555e-06,89.42,37,0.0032
-1,125078800.0,0.5254555344581604,2.771461709016876e-07,55.24,0.5058457851409912,3.0189005428837845e-07,55.45,38,0.0032
0,3877442800.0,0.5083428621292114,2.4948695909188245e-07,58.8,0.4903861284255981,3.079978796449723e-07,58.4,38,0.0032
10,41401082800.0,0.3229838013648987,4.139243117151637e-07,91.74,0.3256731927394867,4.822571213480842e-07,87.72,38,0.0032
20,78924722800.0,0.2990135550498962,3.758273408038804e-07,93.12,0.3061009645462036,4.979557388651301e-07,88.64,38,0.0032
30,116448362800.0,0.2687869369983673,4.153437771492463e-07,94.4,0.2800204753875732,5.305420245349524e-07,89.84,38,0.0032
40,153972002800.0,0.2219527661800384,7.41799112802255e-07,94.4,0.2436675578355789,6.951197519811103e-07,89.8,38,0.0032
50,191495642800.0,0.2174213379621505,1.4112831649981672e-06,93.86,0.23301662504673,1.2765376595780251e-06,89.6,38,0.0032
60,229019282800.0,0.2139035761356353,1.3817704029861488e-06,93.72,0.2304140031337738,1.430759311915608e-06,89.61,38,0.0032
70,266542922800.0,0.2104590386152267,2.262034058730933e-06,93.54,0.2256514132022857,1.7713676925268371e-06,89.47,38,0.0032
80,304066562800.0,0.1874717473983764,3.0668609269923763e-06,93.44,0.1926668137311935,3.43570786753844e-06,89.25,38,0.0032
90,341590202800.0,0.1537064909934997,4.820319190912414e-06,93.72,0.1727503687143325,5.479999344970565e-06,89.17,38,0.0032
-1,125178496.0,0.5591812133789062,2.724313503676967e-07,54.74,0.5422803163528442,3.154594026000268e-07,55.04,39,0.0032
0,3880533376.0,0.5414939522743225,2.8045280942023965e-07,57.08,0.5275915265083313,3.208565999557323e-07,57.33,39,0.0032
10,41434082176.0,0.3595108389854431,3.4441555385456013e-07,88.86,0.3568166494369507,4.278196286122693e-07,85.85,39,0.0032
20,78987630976.0,0.3370480835437774,3.652678230992024e-07,91.54,0.3340011239051819,4.33719435477542e-07,87.64,39,0.0032
30,116541179776.0,0.3018665909767151,3.692346126626944e-07,93.74,0.3006927073001861,4.4310451130513684e-07,89.8,39,0.0032
40,154094728576.0,0.2317912727594375,4.420443246999639e-07,94.78,0.233402281999588,5.856483653587929e-07,90.68,39,0.0032
50,191648277376.0,0.2181915193796157,1.1114518656540897e-06,93.56,0.2221285551786422,1.0101954330821172e-06,90.03,39,0.0032
60,229201826176.0,0.2158487886190414,1.4782542621105677e-06,93.58,0.2203182131052017,1.1427763411120395e-06,89.83,39,0.0032
70,266755374976.0,0.2131247818470001,1.5965692909958309e-06,93.22,0.2165101766586303,1.4135374613033491e-06,89.74,39,0.0032
80,304308923776.0,0.1841799467802047,2.65537278210104e-06,92.88,0.1934692114591598,2.998254785779864e-06,89.37,39,0.0032
90,341862472576.0,0.1589211076498031,5.697289452655241e-06,92.56,0.1764032542705536,4.790297680301592e-06,89.27,39,0.0032
-1,124992016.0,0.4967592358589172,2.964328587040655e-07,59.32,0.4944891333580017,3.2356828683077765e-07,59.52,40,0.0032
0,3874752496.0,0.4833607077598572,2.890597841087583e-07,61.54,0.4828632175922394,3.215703827663674e-07,61.62,40,0.0032
10,41372357296.0,0.3170209228992462,2.6377520612186345e-07,89.8,0.3298152089118957,4.23408010874482e-07,86.85,40,0.0032
20,78869962096.0,0.2969293296337127,3.405272934742243e-07,91.24,0.3109171390533447,4.3339474586900906e-07,87.91,40,0.0032
30,116367566896.0,0.2711828052997589,3.836104554011399e-07,93.62,0.2851637005805969,4.489072296109953e-07,89.48,40,0.0032
40,153865171696.0,0.2250405699014663,5.980320452181331e-07,94.2,0.2460435181856155,6.223647233127849e-07,90.37,40,0.0032
50,191362776496.0,0.2162342071533203,1.0231468650090392e-06,93.74,0.2369734197854995,1.2475269386413856e-06,89.88,40,0.0032
60,228860381296.0,0.2158523648977279,1.182233972940594e-06,93.88,0.234458178281784,1.4050688150746282e-06,89.83,40,0.0032
70,266357986096.0,0.2100787907838821,1.7442523585486924e-06,93.68,0.2272725254297256,1.7653603663347894e-06,89.7,40,0.0032
80,303855590896.0,0.1827118098735809,2.2562785488844384e-06,93.4,0.1943787336349487,3.424124088269309e-06,89.4,40,0.0032
90,341353195696.0,0.1565581709146499,5.162428351468407e-06,93.24,0.1726832687854766,5.336641152098309e-06,89.39,40,0.0032
-1,125123680.0,0.548858106136322,2.550594331296452e-07,54.4,0.5344561338424683,3.891724986715417e-07,54.11,41,0.0032
0,3878834080.0,0.5376652479171753,3.4346822985753533e-07,55.78,0.5221527814865112,3.925280793737329e-07,56.16,41,0.0032
10,41415938080.0,0.3599998652935028,4.246937237439852e-07,88.5,0.3504767119884491,4.539726603525196e-07,86.11,41,0.0032
20,78953042080.0,0.3349599540233612,3.229571632346051e-07,91.26,0.3269980549812317,4.63814131990148e-07,87.96,41,0.0032
30,116490146080.0,0.2988940775394439,4.437593759121228e-07,93.38,0.2917943000793457,4.97746270866628e-07,89.91,41,0.0032
40,154027250080.0,0.2220017462968826,5.550143669097451e-07,94.88,0.2237036675214767,7.14263990175823e-07,90.58,41,0.0032
50,191564354080.0,0.2096671909093856,1.0947013606710243e-06,93.64,0.2113993465900421,1.172333099930256e-06,90.0,41,0.0032
60,229101458080.0,0.207106277346611,1.20035713280231e-06,93.28,0.2087370753288269,1.3096037037030328e-06,89.94,41,0.0032
70,266638562080.0,0.2046971917152404,1.6166156910912832e-06,93.56,0.203967809677124,1.6151839190570172e-06,89.75,41,0.0032
80,304175666080.0,0.1798393726348877,3.420951088628499e-06,93.04,0.1781285554170608,3.1442491490452085e-06,89.46,41,0.0032
90,341712770080.0,0.154827207326889,5.507278274308192e-06,93.08,0.1667358726263046,5.107504875923041e-06,89.24,41,0.0032
-1,125203120.0,0.529536247253418,3.284617378085386e-07,58.58,0.5165940523147583,3.193812858626188e-07,56.89,42,0.0032
0,3881296720.0,0.5160300731658936,2.700389529763925e-07,60.08,0.5047277212142944,3.269702517627593e-07,58.58,42,0.0032
10,41442232720.0,0.3500497043132782,3.216310915377108e-07,88.5,0.3508065640926361,4.105773712126393e-07,85.8,42,0.0032
20,79003168720.0,0.3298628032207489,3.798044190261862e-07,90.68,0.3311563432216644,4.294317932362901e-07,87.45,42,0.0032
30,116564104720.0,0.2976062595844269,2.964478653666447e-07,92.96,0.3020399808883667,4.736871801469533e-07,89.17,42,0.0032
40,154125040720.0,0.2329042255878448,6.040989433131472e-07,94.82,0.2415735721588134,7.301765094780421e-07,90.14,42,0.0032
50,191685976720.0,0.2128975242376327,1.1322212003506138e-06,93.72,0.2152219265699386,1.5149842056416674e-06,89.61,42,0.0032
60,229246912720.0,0.2093430012464523,1.5205282579699997e-06,93.36,0.2112574875354766,1.7606228084332542e-06,89.55,42,0.0032
70,266807848720.0,0.2023626863956451,2.169934759876924e-06,93.5,0.2039609402418136,2.2656536202703137e-06,89.46,42,0.0032
80,304368784720.0,0.1738934069871902,4.976058335159905e-06,92.52,0.1770678162574768,4.720876404462615e-06,88.96,42,0.0032
90,341929720720.0,0.1497685313224792,6.761607892258326e-06,92.62,0.1576872915029525,7.452229056070791e-06,89.07,42,0.0032
-1,125209792.0,0.4888403415679931,2.628348454436491e-07,62.06,0.4865961670875549,3.87995839901123e-07,61.51,43,0.0032
0,3881503552.0,0.474696010351181,2.890080850193044e-07,64.82,0.4721535444259643,3.930761351966794e-07,63.67,43,0.0032
10,41444441152.0,0.3157424926757812,3.3950533406823524e-07,91.08,0.3169497549533844,4.797396400135767e-07,88.39,43,0.0032
20,79007378752.0,0.2952413856983185,2.921885595696949e-07,92.58,0.2975600659847259,4.829722115573531e-07,89.35,43,0.0032
30,116570316352.0,0.2680990695953369,3.297407999980351e-07,94.8,0.2696927189826965,5.025061113883567e-07,90.57,43,0.0032
40,154133253952.0,0.2171505242586136,4.6107933826533554e-07,95.46,0.2135622799396515,6.184641279105563e-07,91.09,43,0.0032
50,191696191552.0,0.2099772095680236,8.412720262640505e-07,93.98,0.203519806265831,1.0110537687069154e-06,90.47,43,0.0032
60,229259129152.0,0.2068289071321487,1.1425627235439606e-06,94.34,0.2006465345621109,1.1202492942175013e-06,90.39,43,0.0032
70,266822066752.0,0.201164960861206,1.239982793777017e-06,93.94,0.1963125318288803,1.3522878816729644e-06,90.22,43,0.0032
80,304385004352.0,0.177670881152153,2.2238880319491727e-06,93.34,0.1692018806934356,2.6074933430209057e-06,89.93,43,0.0032
90,341947941952.0,0.1488486677408218,3.648314987003687e-06,92.98,0.148176223039627,4.051618361700093e-06,89.7,43,0.0032
-1,125303824.0,0.5579513907432556,3.321742383377569e-07,51.52,0.5318053364753723,3.657852118976735e-07,52.91,44,0.0032
0,3884418544.0,0.544888436794281,2.6496493887862016e-07,53.74,0.5198733806610107,3.708173323957453e-07,54.64,44,0.0032
10,41475565744.0,0.3658707737922668,3.863383994939795e-07,89.98,0.3484869301319122,4.116046454782918e-07,86.51,44,0.0032
20,79066712944.0,0.3385971784591675,4.729503189082608e-07,92.4,0.3248017430305481,4.271024351965025e-07,88.23,44,0.0032
30,116657860144.0,0.3018613457679748,2.8962060127923905e-07,94.38,0.2908957004547119,4.365720371879434e-07,90.0,44,0.0032
40,154249007344.0,0.2213984876871109,6.145420456959982e-07,94.86,0.2287254482507705,6.147852218418848e-07,90.19,44,0.0032
50,191840154544.0,0.2120615690946579,1.0763020554804823e-06,93.4,0.2262965142726898,1.088405838345352e-06,89.51,44,0.0032
60,229431301744.0,0.2084739953279495,1.2780702718373504e-06,93.54,0.2252043634653091,1.2308565828789142e-06,89.44,44,0.0032
70,267022448944.0,0.2065096050500869,1.2876541859441204e-06,93.76,0.2221723347902298,1.499221184531052e-06,89.39,44,0.0032
80,304613596144.0,0.1808704584836959,2.651893737493083e-06,92.82,0.1964059323072433,3.036887619600748e-06,89.26,44,0.0032
90,342204743344.0,0.1541165113449096,4.287419415049953e-06,93.06,0.1767494827508926,5.073634383734316e-06,89.06,44,0.0032
-1,125258080.0,0.5414719581604004,2.79460721230862e-07,52.38,0.5381351113319397,3.151246517063555e-07,53.4,45,0.0032
0,3883000480.0,0.5275518298149109,2.7520437129169295e-07,54.82,0.5263129472732544,3.270879176398012e-07,54.95,45,0.0032
10,41460424480.0,0.3607618808746338,4.157820683303726e-07,87.84,0.3664599657058716,4.756283544793405e-07,84.79,45,0.0032
20,79037848480.0,0.3382818400859833,3.6343158171803225e-07,91.04,0.3447214066982269,4.844320642405364e-07,87.03,45,0.0032
30,116615272480.0,0.3050996661186218,4.198663816623594e-07,93.36,0.3133493065834045,4.872628664998047e-07,89.04,45,0.0032
40,154192696480.0,0.2413555532693863,6.582885134776006e-07,94.94,0.2579788863658905,5.900826636207057e-07,89.82,45,0.0032
50,191770120480.0,0.2249226719141006,1.161194518317643e-06,94.26,0.24090676009655,1.0832170573848998e-06,89.47,45,0.0032
60,229347544480.0,0.2202449142932891,1.544280848975177e-06,93.62,0.2362399697303772,1.2246493952261517e-06,89.46,45,0.0032
70,266924968480.0,0.2146087884902954,1.3419909237200045e-06,93.86,0.2284914702177047,1.513626898486109e-06,89.37,45,0.0032
80,304502392480.0,0.1840599477291107,2.600830157462042e-06,93.48,0.1995211541652679,3.0702781259606127e-06,89.2,45,0.0032
90,342079816480.0,0.1525073647499084,5.315316229825839e-06,93.06,0.1818576902151107,5.020453045290196e-06,89.11,45,0.0032
-1,125189392.0,0.499331533908844,4.464391167857684e-07,58.34,0.5019910335540771,4.079606128470914e-07,58.16,46,0.0032
0,3880871152.0,0.4846741557121277,3.997091937435471e-07,62.0,0.4889474809169769,4.085325713276689e-07,60.57,46,0.0032
10,41437688752.0,0.3270938694477081,2.886945367208682e-07,89.72,0.3409959077835083,4.128348507492774e-07,86.51,46,0.0032
20,78994506352.0,0.3070101737976074,4.050068866945368e-07,91.66,0.3226975798606872,4.252763972090179e-07,88.14,46,0.0032
30,116551323952.0,0.2825530767440796,3.538800967817224e-07,94.12,0.2958077490329742,4.395677422053268e-07,89.58,46,0.0032
40,154108141552.0,0.2228503823280334,5.509840548256761e-07,95.18,0.2370143979787826,6.035051569597272e-07,90.48,46,0.0032
50,191664959152.0,0.2092491686344146,7.749712267468567e-07,94.42,0.2174989432096481,9.98439418253838e-07,89.92,46,0.0032
60,229221776752.0,0.2057733237743377,1.2799107480532257e-06,94.1,0.212887704372406,1.142973019341298e-06,89.84,46,0.0032
70,266778594352.0,0.2007936835289001,1.2035209238092648e-06,93.38,0.2063768804073333,1.3889098227082286e-06,89.76,46,0.0032
80,304335411952.0,0.1787187457084655,2.469972514518304e-06,93.1,0.1760687083005905,2.6391073788545327e-06,89.27,46,0.0032
90,341892229552.0,0.1588460505008697,4.655797056329902e-06,93.36,0.1520537286996841,4.218829417368397e-06,89.27,46,0.0032
-1,125066704.0,0.4540278613567352,2.726688705934066e-07,66.86,0.4632401466369629,3.291621055723226e-07,65.41,47,0.0032
0,3877067824.0,0.4449270367622375,3.420359462324996e-07,68.24,0.4539780616760254,3.337725615892851e-07,67.01,47,0.0032
10,41397079024.0,0.3037629127502441,3.663361383132724e-07,91.08,0.3138455152511596,3.749179313672357e-07,87.78,47,0.0032
20,78917090224.0,0.2827385067939758,2.982919511396176e-07,92.78,0.2943321168422699,3.965951975715143e-07,89.08,47,0.0032
30,116437101424.0,0.2570697665214538,3.48027526797523e-07,94.3,0.2678315341472626,4.130415334202553e-07,90.53,47,0.0032
40,153957112624.0,0.2178613096475601,3.944334991956566e-07,95.12,0.2259068936109542,5.305274157763051e-07,90.73,47,0.0032
50,191477123824.0,0.2119818776845932,7.919206268525159e-07,94.38,0.2189369052648544,1.0364969966758508e-06,90.22,47,0.0032
60,228997135024.0,0.2116850465536117,8.102799711195985e-07,94.02,0.2163333296775818,1.1663946679618675e-06,90.13,47,0.0032
70,266517146224.0,0.2034807801246643,1.2349048574833432e-06,94.1,0.2126234173774719,1.4479771834885469e-06,90.01,47,0.0032
80,304037157424.0,0.1784145683050155,2.7327876068738988e-06,93.68,0.1927278637886047,2.923050487879664e-06,89.56,47,0.0032
90,341557168624.0,0.1523849368095398,5.142757345311111e-06,93.4,0.1800426244735717,4.599522526405053e-06,89.52,47,0.0032
-1,125136544.0,0.5188074707984924,3.474809489034669e-07,60.06,0.4948676228523254,3.4142206573051226e-07,60.09,48,0.0032
0,3879232864.0,0.5050365328788757,3.2708996400288015e-07,62.4,0.4835961163043976,3.506661698793323e-07,62.29,48,0.0032
10,41420196064.0,0.3351412117481231,3.415967455566715e-07,92.38,0.3248908519744873,4.225667851187609e-07,88.31,48,0.0032
20,78961159264.0,0.311761200428009,2.598947048682021e-07,94.02,0.3032563626766205,4.33169759617158e-07,89.4,48,0.0032
30,116502122464.0,0.2781849205493927,3.311318153009779e-07,95.38,0.2730873823165893,4.627617613550683e-07,90.48,48,0.0032
