Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
80,349842798448.0,0.0590455569326877,7.598490356031107e-06,98.04,0.1419311612844467,7.65252025303198e-06,92.88,29,0.001,LAMP,resnet18,cifar10,0.9
90,393015500848.0,0.0502087660133838,1.0513407687540166e-05,98.24,0.1300891935825348,8.942723070504144e-06,92.97,29,0.001,LAMP,resnet18,cifar10,0.9
-1,143938288.0,0.8966116309165955,3.016745267814258e-06,80.76,0.8306121826171875,2.768542117337347e-06,79.31,30,0.001,LAMP,resnet18,cifar10,0.9
0,4462086928.0,0.4444430768489837,2.002153905777959e-06,92.52,0.3893801867961883,2.039816536125727e-06,88.9,30,0.001,LAMP,resnet18,cifar10,0.9
10,47643573328.0,0.1029111295938491,3.912300144293113e-06,97.1,0.1611045002937317,3.529353080011788e-06,92.22,30,0.001,LAMP,resnet18,cifar10,0.9
20,90825059728.0,0.1073162853717804,4.554194674710743e-06,97.24,0.152527242898941,3.761872449103976e-06,92.29,30,0.001,LAMP,resnet18,cifar10,0.9
30,134006546128.0,0.0894176289439201,6.205204499565298e-06,97.34,0.1454377174377441,4.026992428407539e-06,92.4,30,0.001,LAMP,resnet18,cifar10,0.9
40,177188032528.0,0.068888284265995,6.132343969511567e-06,98.02,0.1459843814373016,4.9925552048080135e-06,92.59,30,0.001,LAMP,resnet18,cifar10,0.9
50,220369518928.0,0.0663866177201271,9.230279829353094e-06,98.18,0.1420791000127792,6.066155037842691e-06,92.73,30,0.001,LAMP,resnet18,cifar10,0.9
60,263551005328.0,0.064674399793148,7.539371836173814e-06,98.04,0.1407982558012008,6.3684865381219424e-06,92.72,30,0.001,LAMP,resnet18,cifar10,0.9
70,306732491728.0,0.0542441308498382,6.158640644571278e-06,98.1,0.1386942565441131,6.893556019349489e-06,92.74,30,0.001,LAMP,resnet18,cifar10,0.9
80,349913978128.0,0.0475618131458759,1.1577873010537589e-05,98.16,0.134513571858406,8.424383850069717e-06,92.8,30,0.001,LAMP,resnet18,cifar10,0.9
90,393095464528.0,0.0623257681727409,1.0617080988595262e-05,98.16,0.1410055458545684,9.395379493071232e-06,92.86,30,0.001,LAMP,resnet18,cifar10,0.9
-1,143813920.0,0.9684512615203856,4.37422568211332e-06,78.44,0.8794444799423218,3.77862397726858e-06,78.2,31,0.001,LAMP,resnet18,cifar10,0.9
0,4458231520.0,0.4815961420536041,2.588133611425292e-06,91.1,0.4328752160072326,2.3608977244293783e-06,88.21,31,0.001,LAMP,resnet18,cifar10,0.9
10,47602407520.0,0.1200617179274559,4.330130195739912e-06,96.98,0.146073430776596,3.535795030984445e-06,92.12,31,0.001,LAMP,resnet18,cifar10,0.9
20,90746583520.0,0.1107667163014411,5.704659542971058e-06,97.22,0.149304986000061,3.6617950627260143e-06,92.27,31,0.001,LAMP,resnet18,cifar10,0.9
30,133890759520.0,0.0990910232067108,5.546776264964137e-06,96.78,0.137875959277153,3.947108325519366e-06,92.49,31,0.001,LAMP,resnet18,cifar10,0.9
40,177034935520.0,0.0777039751410484,6.357019174174639e-06,97.58,0.1326933652162552,5.036981292505516e-06,92.82,31,0.001,LAMP,resnet18,cifar10,0.9
50,220179111520.0,0.065295398235321,7.889805601735134e-06,97.96,0.1165397092700004,6.794406090193661e-06,92.9,31,0.001,LAMP,resnet18,cifar10,0.9
60,263323287520.0,0.0636505261063575,1.0117420970345847e-05,97.9,0.1153143718838691,6.940194452909054e-06,92.93,31,0.001,LAMP,resnet18,cifar10,0.9
70,306467463520.0,0.0644271597266197,7.796185855113436e-06,97.92,0.1097654551267623,7.5896755333815236e-06,93.01,31,0.001,LAMP,resnet18,cifar10,0.9
80,349611639520.0,0.0532158575952053,6.949484486540314e-06,97.62,0.1109638512134552,8.965418601292185e-06,93.0,31,0.001,LAMP,resnet18,cifar10,0.9
90,392755815520.0,0.067774586379528,1.6417596270912327e-05,98.2,0.1129703670740127,1.0393398042651825e-05,93.13,31,0.001,LAMP,resnet18,cifar10,0.9
-1,143807920.0,0.8182157278060913,3.830371042568004e-06,81.26,0.7388820052146912,3.0352973681146977e-06,80.63,32,0.001,LAMP,resnet18,cifar10,0.9
0,4458045520.0,0.4616421163082123,2.841432888089912e-06,91.54,0.3985573947429657,2.3130235149437794e-06,88.52,32,0.001,LAMP,resnet18,cifar10,0.9
10,47600421520.0,0.1246325969696044,3.17962576446007e-06,96.86,0.1693692803382873,3.6168419228488342e-06,92.07,32,0.001,LAMP,resnet18,cifar10,0.9
20,90742797520.0,0.1049679592251777,3.492421683404245e-06,97.38,0.1626923531293869,3.848701453534886e-06,92.18,32,0.001,LAMP,resnet18,cifar10,0.9
30,133885173520.0,0.1018111482262611,4.117948719795095e-06,97.48,0.1530207395553589,3.921834831999149e-06,92.33,32,0.001,LAMP,resnet18,cifar10,0.9
40,177027549520.0,0.0877623930573463,5.4911611186980736e-06,97.96,0.1478307843208313,4.718417130789021e-06,92.63,32,0.001,LAMP,resnet18,cifar10,0.9
50,220169925520.0,0.067497044801712,6.970657523197588e-06,97.68,0.1382309943437576,5.573592716245912e-06,92.85,32,0.001,LAMP,resnet18,cifar10,0.9
60,263312301520.0,0.0680005401372909,6.174482223286759e-06,97.66,0.143217921257019,5.863289970875485e-06,92.82,32,0.001,LAMP,resnet18,cifar10,0.9
70,306454677520.0,0.0603154823184013,6.198315531946719e-06,97.84,0.147282525897026,6.004588158248225e-06,92.87,32,0.001,LAMP,resnet18,cifar10,0.9
80,349597053520.0,0.056887462735176,9.16401950235013e-06,98.14,0.1420966386795044,7.362887117778882e-06,93.03,32,0.001,LAMP,resnet18,cifar10,0.9
90,392739429520.0,0.0511838756501674,9.278768629883416e-06,98.06,0.1430160850286483,8.416706805292051e-06,93.01,32,0.001,LAMP,resnet18,cifar10,0.9
-1,143823568.0,1.0163915157318115,4.243455805408303e-06,77.62,0.9189963340759276,3.5589387152867857e-06,77.37,33,0.001,LAMP,resnet18,cifar10,0.9
0,4458530608.0,0.5088127851486206,2.9615389394166414e-06,91.46,0.4402371048927307,2.4295029561471893e-06,87.8,33,0.001,LAMP,resnet18,cifar10,0.9
10,47605601008.0,0.1187464669346809,5.733135367336217e-06,97.28,0.1569397747516632,3.558754997357028e-06,92.01,33,0.001,LAMP,resnet18,cifar10,0.9
20,90752671408.0,0.10260521620512,4.1001981117005926e-06,97.06,0.1527932584285736,3.7070485632284544e-06,92.08,33,0.001,LAMP,resnet18,cifar10,0.9
30,133899741808.0,0.097402349114418,3.971531896240776e-06,97.44,0.1447091251611709,4.067176632815972e-06,92.18,33,0.001,LAMP,resnet18,cifar10,0.9
40,177046812208.0,0.0725138783454895,6.50408901492483e-06,97.5,0.1465812921524047,5.206827154324856e-06,92.57,33,0.001,LAMP,resnet18,cifar10,0.9
50,220193882608.0,0.0579787716269493,7.540366368630202e-06,98.12,0.1376140266656875,6.3618331296311226e-06,92.85,33,0.001,LAMP,resnet18,cifar10,0.9
60,263340953008.0,0.0726733654737472,8.050029464357067e-06,97.9,0.138416975736618,6.6187308220833074e-06,92.87,33,0.001,LAMP,resnet18,cifar10,0.9
70,306488023408.0,0.0561251975595951,7.066042144288076e-06,97.88,0.1372335255146026,6.878736712678801e-06,92.9,33,0.001,LAMP,resnet18,cifar10,0.9
80,349635093808.0,0.0611092001199722,7.930033461889252e-06,98.22,0.1438558548688888,8.057773811742663e-06,92.97,33,0.001,LAMP,resnet18,cifar10,0.9
90,392782164208.0,0.0532644540071487,1.3981911251903512e-05,98.64,0.1303042620420456,9.277961908082943e-06,93.03,33,0.001,LAMP,resnet18,cifar10,0.9
-1,143972560.0,0.8176828026771545,4.9915702220459934e-06,83.42,0.72414231300354,4.331692252890207e-06,82.33,34,0.001,LAMP,resnet18,cifar10,0.9
0,4463149360.0,0.471698522567749,3.2433542855869746e-06,92.46,0.4137807190418243,2.978919383167522e-06,88.63,34,0.001,LAMP,resnet18,cifar10,0.9
10,47654917360.0,0.1219817623496055,4.426696705195354e-06,97.1,0.1555817574262619,3.667626515380107e-06,92.29,34,0.001,LAMP,resnet18,cifar10,0.9
20,90846685360.0,0.1029926389455795,5.71923965253518e-06,97.32,0.1505847573280334,3.829869910987327e-06,92.37,34,0.001,LAMP,resnet18,cifar10,0.9
30,134038453360.0,0.1041681915521621,5.367138328438159e-06,97.46,0.1464505642652511,4.001878096460132e-06,92.48,34,0.001,LAMP,resnet18,cifar10,0.9
40,177230221360.0,0.0682180970907211,8.549754056730308e-06,97.56,0.1452617943286895,5.069229700893629e-06,92.77,34,0.001,LAMP,resnet18,cifar10,0.9
50,220421989360.0,0.0611263141036033,6.779618615837535e-06,97.84,0.1374363750219345,6.78018568578409e-06,92.83,34,0.001,LAMP,resnet18,cifar10,0.9
60,263613757360.0,0.066969409584999,7.26995267541497e-06,98.32,0.1405687481164932,6.9483839979511686e-06,92.83,34,0.001,LAMP,resnet18,cifar10,0.9
70,306805525360.0,0.0592984221875667,7.028725576674333e-06,97.94,0.1418032795190811,7.1104395829024725e-06,92.84,34,0.001,LAMP,resnet18,cifar10,0.9
80,349997293360.0,0.0606366880238056,9.991463230107913e-06,98.2,0.1333294510841369,8.897458428691607e-06,92.94,34,0.001,LAMP,resnet18,cifar10,0.9
90,393189061360.0,0.0529602617025375,1.2540050192910712e-05,98.2,0.1365111023187637,9.939889423549175e-06,93.02,34,0.001,LAMP,resnet18,cifar10,0.9
-1,143797552.0,0.8744669556617737,4.987668035028037e-06,81.96,0.7669436931610107,3.7923405216133688e-06,80.72,35,0.001,LAMP,resnet18,cifar10,0.9
0,4457724112.0,0.4829108417034149,3.3020371574821183e-06,91.78,0.4160730242729187,2.586058599263197e-06,88.6,35,0.001,LAMP,resnet18,cifar10,0.9
10,47596989712.0,0.1202394813299179,3.954422027163673e-06,97.08,0.1635926663875579,3.789213906202349e-06,92.3,35,0.001,LAMP,resnet18,cifar10,0.9
20,90736255312.0,0.110909454524517,3.7800564314238727e-06,97.62,0.1552922576665878,3.955036845582072e-06,92.41,35,0.001,LAMP,resnet18,cifar10,0.9
30,133875520912.0,0.0985932946205139,4.20552896684967e-06,97.68,0.1517575234174728,4.091328719368903e-06,92.44,35,0.001,LAMP,resnet18,cifar10,0.9
40,177014786512.0,0.0707913786172866,4.569856628222624e-06,97.44,0.1283858567476272,5.734746991947759e-06,92.74,35,0.001,LAMP,resnet18,cifar10,0.9
50,220154052112.0,0.064940832555294,7.474806352547603e-06,97.84,0.1329723447561264,6.691165253869258e-06,92.95,35,0.001,LAMP,resnet18,cifar10,0.9
60,263293317712.0,0.0630297437310218,5.860735200258205e-06,97.78,0.1293194144964218,7.070802439557156e-06,92.93,35,0.001,LAMP,resnet18,cifar10,0.9
70,306432583312.0,0.0582933127880096,6.773004770366242e-06,97.92,0.1312971860170364,7.412228569592116e-06,92.94,35,0.001,LAMP,resnet18,cifar10,0.9
80,349571848912.0,0.0510521903634071,9.542892257741188e-06,98.04,0.1284229308366775,9.046024388226216e-06,93.07,35,0.001,LAMP,resnet18,cifar10,0.9
90,392711114512.0,0.0524099767208099,9.777536433830392e-06,98.02,0.1292079538106918,1.036068806570256e-05,93.08,35,0.001,LAMP,resnet18,cifar10,0.9
-1,143826976.0,0.9252784252166748,3.315374215162592e-06,80.58,0.8250681757926941,3.238569888708298e-06,79.67,36,0.001,LAMP,resnet18,cifar10,0.9
0,4458636256.0,0.4502742886543274,2.4644582481414545e-06,92.26,0.3811589479446411,2.1786975139548304e-06,88.65,36,0.001,LAMP,resnet18,cifar10,0.9
10,47606729056.0,0.1166415363550186,4.924791937810369e-06,97.1,0.1470238715410232,3.464593646640424e-06,92.31,36,0.001,LAMP,resnet18,cifar10,0.9
20,90754821856.0,0.1024469956755638,4.921135314361891e-06,97.26,0.1399457901716232,3.657418346847408e-06,92.31,36,0.001,LAMP,resnet18,cifar10,0.9
30,133902914656.0,0.0926816090941429,4.610328687704168e-06,97.84,0.1294402331113815,4.152575911575696e-06,92.44,36,0.001,LAMP,resnet18,cifar10,0.9
40,177051007456.0,0.0769283100962638,5.894829428143567e-06,97.9,0.1161322444677352,5.612432687485125e-06,92.78,36,0.001,LAMP,resnet18,cifar10,0.9
50,220199100256.0,0.0629850700497627,8.107902431220282e-06,98.06,0.1024857312440872,7.225272838695673e-06,92.8,36,0.001,LAMP,resnet18,cifar10,0.9
60,263347193056.0,0.0557391308248043,7.758988431305625e-06,97.66,0.1039624065160751,7.439707133016782e-06,92.83,36,0.001,LAMP,resnet18,cifar10,0.9
70,306495285856.0,0.0658646151423454,1.1880807505804114e-05,98.06,0.107295349240303,7.79884067014791e-06,92.86,36,0.001,LAMP,resnet18,cifar10,0.9
80,349643378656.0,0.049310527741909,9.32434977585217e-06,98.2,0.1012158691883087,9.336839866591616e-06,92.92,36,0.001,LAMP,resnet18,cifar10,0.9
90,392791471456.0,0.0547689050436019,6.930625659151701e-06,98.4,0.1039045080542564,1.0586303687887266e-05,92.95,36,0.001,LAMP,resnet18,cifar10,0.9
-1,143887744.0,0.9952678084373474,4.311208158469526e-06,78.94,0.8699502348899841,4.0055888348433655e-06,79.34,37,0.001,LAMP,resnet18,cifar10,0.9
0,4460520064.0,0.5236995220184326,2.8065560400136742e-06,91.46,0.433043360710144,2.4341011339856777e-06,88.23,37,0.001,LAMP,resnet18,cifar10,0.9
10,47626843264.0,0.1112053617835044,4.580631866701879e-06,96.92,0.150895744562149,3.6968929180147833e-06,92.39,37,0.001,LAMP,resnet18,cifar10,0.9
20,90793166464.0,0.108326219022274,4.287492174626095e-06,97.34,0.144218623638153,3.814609044638928e-06,92.46,37,0.001,LAMP,resnet18,cifar10,0.9
30,133959489664.0,0.0897256582975387,5.064770448370837e-06,97.26,0.1363167315721511,4.195913788862526e-06,92.56,37,0.001,LAMP,resnet18,cifar10,0.9
40,177125812864.0,0.0716296806931495,5.46370893061976e-06,97.64,0.1280180066823959,5.490740477398504e-06,92.91,37,0.001,LAMP,resnet18,cifar10,0.9
50,220292136064.0,0.0575250126421451,9.355004294775426e-06,97.6,0.1294406354427337,6.574469807674177e-06,93.12,37,0.001,LAMP,resnet18,cifar10,0.9
60,263458459264.0,0.0618490166962146,8.034013262658846e-06,97.54,0.1232883855700492,6.871931418572785e-06,93.08,37,0.001,LAMP,resnet18,cifar10,0.9
70,306624782464.0,0.0580423288047313,7.982638635439798e-06,97.84,0.1297406405210495,7.154713330237428e-06,93.08,37,0.001,LAMP,resnet18,cifar10,0.9
80,349791105664.0,0.0576188452541828,8.956354577094316e-06,97.78,0.1236709356307983,8.657619218865875e-06,93.15,37,0.001,LAMP,resnet18,cifar10,0.9
90,392957428864.0,0.0479509271681308,9.610776032786816e-06,98.14,0.1276346147060394,9.793770914257038e-06,93.16,37,0.001,LAMP,resnet18,cifar10,0.9
-1,143866960.0,0.8176418542861938,3.885803380399011e-06,82.66,0.7233135104179382,3.3330188671243377e-06,81.8,38,0.001,LAMP,resnet18,cifar10,0.9
0,4459875760.0,0.4618993401527405,2.694227305255481e-06,92.26,0.3823119699954986,2.42813871409453e-06,89.38,38,0.001,LAMP,resnet18,cifar10,0.9
10,47619963760.0,0.1202056109905242,4.489554157771636e-06,96.8,0.139795571565628,3.613137096181162e-06,92.3,38,0.001,LAMP,resnet18,cifar10,0.9
20,90780051760.0,0.110172152519226,5.115643944009207e-06,97.26,0.1334154903888702,3.980585006502224e-06,92.43,38,0.001,LAMP,resnet18,cifar10,0.9
30,133940139760.0,0.0887565016746521,4.24798417952843e-06,97.22,0.1239721328020095,4.639493909053272e-06,92.63,38,0.001,LAMP,resnet18,cifar10,0.9
40,177100227760.0,0.0762134939432144,8.517076821590308e-06,97.86,0.1184947565197944,6.908941486472031e-06,92.89,38,0.001,LAMP,resnet18,cifar10,0.9
50,220260315760.0,0.060256402939558,9.265051630791277e-06,97.84,0.1165409162640571,8.643554792797659e-06,93.06,38,0.001,LAMP,resnet18,cifar10,0.9
60,263420403760.0,0.0676059797406196,8.26927771413466e-06,97.94,0.1196601390838623,8.986405191535596e-06,93.09,38,0.001,LAMP,resnet18,cifar10,0.9
70,306580491760.0,0.0564043521881103,9.32989587454358e-06,97.82,0.1134376600384712,9.687405508884694e-06,93.03,38,0.001,LAMP,resnet18,cifar10,0.9
80,349740579760.0,0.0525873452425003,1.4995277524576522e-05,98.0,0.1240243464708328,1.2031831829517614e-05,93.09,38,0.001,LAMP,resnet18,cifar10,0.9
90,392900667760.0,0.055672749876976,1.1853768228320403e-05,98.3,0.1248924285173416,1.3282224244903771e-05,93.13,38,0.001,LAMP,resnet18,cifar10,0.9
-1,143772112.0,0.9262292981147766,3.871796707244357e-06,80.64,0.8514188528060913,3.5612397368822712e-06,79.39,39,0.001,LAMP,resnet18,cifar10,0.9
0,4456935472.0,0.5051243901252747,3.1599713565810816e-06,91.94,0.4387421607971191,2.6175473522016546e-06,88.36,39,0.001,LAMP,resnet18,cifar10,0.9
10,47588569072.0,0.1106015220284462,3.769008799281437e-06,97.12,0.163040280342102,3.799738578891265e-06,92.3,39,0.001,LAMP,resnet18,cifar10,0.9
20,90720202672.0,0.1037186160683631,4.4875805542687885e-06,97.32,0.1547146886587143,3.969932549807709e-06,92.34,39,0.001,LAMP,resnet18,cifar10,0.9
30,133851836272.0,0.0888687297701835,4.117998742003692e-06,97.2,0.1474171280860901,4.234840162098408e-06,92.47,39,0.001,LAMP,resnet18,cifar10,0.9
40,176983469872.0,0.0717204436659812,6.205080808285857e-06,97.64,0.1255962699651718,5.800880899187177e-06,92.74,39,0.001,LAMP,resnet18,cifar10,0.9
50,220115103472.0,0.0596090294420719,8.969768714450765e-06,97.7,0.1316031664609909,6.655301604041597e-06,92.85,39,0.001,LAMP,resnet18,cifar10,0.9
60,263246737072.0,0.0598465725779533,8.207451173802838e-06,98.04,0.1360112726688385,6.760955784557154e-06,92.87,39,0.001,LAMP,resnet18,cifar10,0.9
70,306378370672.0,0.0595939047634601,1.0212495908490382e-05,97.7,0.1384598016738891,6.971461516513955e-06,92.92,39,0.001,LAMP,resnet18,cifar10,0.9
80,349510004272.0,0.0520363040268421,9.488791874900926e-06,98.1,0.1388022154569625,8.055871148826554e-06,93.03,39,0.001,LAMP,resnet18,cifar10,0.9
90,392641637872.0,0.0510866343975067,9.621433491702192e-06,97.94,0.1413665413856506,8.869185876392294e-06,93.07,39,0.001,LAMP,resnet18,cifar10,0.9
-1,143854496.0,0.9499226808547974,4.574786089506233e-06,78.98,0.8468806147575378,3.5907628443965223e-06,78.84,40,0.001,LAMP,resnet18,cifar10,0.9
0,4459489376.0,0.4809900224208832,3.109137196588563e-06,91.42,0.3996583819389343,2.29585657507414e-06,88.51,40,0.001,LAMP,resnet18,cifar10,0.9
10,47615838176.0,0.1176308467984199,4.152754172537243e-06,97.36,0.1416932791471481,3.597673185140593e-06,92.16,40,0.001,LAMP,resnet18,cifar10,0.9
20,90772186976.0,0.1059064269065857,5.773817974841222e-06,97.04,0.1370320916175842,3.7071795304655097e-06,92.26,40,0.001,LAMP,resnet18,cifar10,0.9
30,133928535776.0,0.1026622578501701,6.650187970080879e-06,97.24,0.1244512200355529,4.269854798621964e-06,92.41,40,0.001,LAMP,resnet18,cifar10,0.9
40,177084884576.0,0.0707968547940254,6.500871677417308e-06,97.3,0.1157250702381134,5.618439899990335e-06,92.65,40,0.001,LAMP,resnet18,cifar10,0.9
50,220241233376.0,0.0616152696311473,8.011421414266806e-06,97.82,0.1110817790031433,7.313440164580243e-06,92.82,40,0.001,LAMP,resnet18,cifar10,0.9
60,263397582176.0,0.0651107877492904,8.360214451386128e-06,97.9,0.1097951680421829,7.475724487449042e-06,92.87,40,0.001,LAMP,resnet18,cifar10,0.9
70,306553930976.0,0.0584204569458961,1.0198235031566584e-05,97.8,0.1115260794758796,7.968813406478148e-06,92.95,40,0.001,LAMP,resnet18,cifar10,0.9
80,349710279776.0,0.056219782680273,8.844903277349658e-06,98.26,0.1093862131237983,9.27618566493038e-06,93.04,40,0.001,LAMP,resnet18,cifar10,0.9
90,392866628576.0,0.0589240565896034,1.2519390111265238e-05,98.1,0.118773765861988,1.063046875060536e-05,93.08,40,0.001,LAMP,resnet18,cifar10,0.9
-1,143751952.0,0.8722289204597473,5.607783805317013e-06,81.94,0.7856382131576538,3.619329390858184e-06,80.42,41,0.001,LAMP,resnet18,cifar10,0.9
0,4456310512.0,0.4456939101219177,3.197489604644943e-06,92.42,0.3743229806423187,2.3390489332086872e-06,88.79,41,0.001,LAMP,resnet18,cifar10,0.9
10,47581896112.0,0.1228390485048294,5.566877462115372e-06,97.46,0.1582925915718078,3.679517703858437e-06,92.18,41,0.001,LAMP,resnet18,cifar10,0.9
20,90707481712.0,0.108436681330204,5.415996838564752e-06,97.6,0.1508554518222808,3.930789716832805e-06,92.35,41,0.001,LAMP,resnet18,cifar10,0.9
30,133833067312.0,0.1030694395303726,3.4824327030946733e-06,97.48,0.1419147402048111,4.278546384739457e-06,92.49,41,0.001,LAMP,resnet18,cifar10,0.9
40,176958652912.0,0.0750800892710685,7.340453521464951e-06,98.04,0.1304065436124801,5.759663963544881e-06,92.77,41,0.001,LAMP,resnet18,cifar10,0.9
50,220084238512.0,0.0610238499939441,8.487704690196551e-06,97.98,0.129958763718605,7.273110441019526e-06,92.84,41,0.001,LAMP,resnet18,cifar10,0.9
60,263209824112.0,0.0562020204961299,7.513213859056123e-06,98.4,0.1278273612260818,7.409980298689334e-06,92.86,41,0.001,LAMP,resnet18,cifar10,0.9
70,306335409712.0,0.0538551472127437,1.0669067705748604e-05,98.0,0.1292221695184707,7.741382432868704e-06,92.86,41,0.001,LAMP,resnet18,cifar10,0.9
80,349460995312.0,0.0530055649578571,1.134855210693786e-05,98.28,0.131740003824234,8.941700798459351e-06,92.99,41,0.001,LAMP,resnet18,cifar10,0.9
90,392586580912.0,0.0457588210701942,1.3803519323118962e-05,98.34,0.1242488175630569,1.050177070283098e-05,93.11,41,0.001,LAMP,resnet18,cifar10,0.9
-1,143841712.0,0.870909571647644,4.242562681611162e-06,81.32,0.7775908708572388,3.92158381146146e-06,80.56,42,0.001,LAMP,resnet18,cifar10,0.9
0,4459093072.0,0.4955132007598877,3.044961204068386e-06,92.28,0.4196715950965881,2.638430942170089e-06,88.85,42,0.001,LAMP,resnet18,cifar10,0.9
10,47611606672.0,0.1214142963290214,5.365311608329648e-06,97.3,0.1608744859695434,4.01519446313614e-06,92.21,42,0.001,LAMP,resnet18,cifar10,0.9
20,90764120272.0,0.1162926107645034,5.501527994056232e-06,97.56,0.1651274561882019,4.1802604755503125e-06,92.23,42,0.001,LAMP,resnet18,cifar10,0.9
30,133916633872.0,0.099008560180664,5.753250661655329e-06,97.5,0.1571508198976516,4.402749709697673e-06,92.45,42,0.001,LAMP,resnet18,cifar10,0.9
40,177069147472.0,0.0662972703576088,6.117796147009358e-06,97.56,0.1620455831289291,5.203346518101171e-06,92.66,42,0.001,LAMP,resnet18,cifar10,0.9
50,220221661072.0,0.0602100603282451,7.870321496739052e-06,97.88,0.1520363986492157,6.5077592807938345e-06,92.82,42,0.001,LAMP,resnet18,cifar10,0.9
60,263374174672.0,0.0563010461628437,9.29341149458196e-06,98.12,0.1565406620502472,6.66800497128861e-06,92.89,42,0.001,LAMP,resnet18,cifar10,0.9
70,306526688272.0,0.064016044139862,9.657227565185169e-06,97.58,0.1676308363676071,6.741903689544415e-06,92.82,42,0.001,LAMP,resnet18,cifar10,0.9
80,349679201872.0,0.0593699142336845,9.965876415662931e-06,98.04,0.164487138390541,7.646139238204341e-06,92.87,42,0.001,LAMP,resnet18,cifar10,0.9
90,392831715472.0,0.0649081394076347,1.531853195047006e-05,98.08,0.1624540984630584,8.605749826529063e-06,92.97,42,0.001,LAMP,resnet18,cifar10,0.9
-1,143812384.0,0.8974852561950684,4.199899194645695e-06,79.86,0.7960186004638672,3.704253458636231e-06,79.66,43,0.001,LAMP,resnet18,cifar10,0.9
0,4458183904.0,0.5102136135101318,3.309361545689171e-06,91.52,0.4396547377109527,2.371837126702303e-06,88.04,43,0.001,LAMP,resnet18,cifar10,0.9
10,47601899104.0,0.1022123098373413,4.429162800079212e-06,96.66,0.1718604117631912,3.5152938835381065e-06,92.16,43,0.001,LAMP,resnet18,cifar10,0.9
20,90745614304.0,0.1072082370519638,5.850914476468461e-06,97.24,0.1628602296113968,3.670829528346076e-06,92.32,43,0.001,LAMP,resnet18,cifar10,0.9
30,133889329504.0,0.0910688191652298,4.58794784208294e-06,97.64,0.1510078608989715,4.0970021473185625e-06,92.41,43,0.001,LAMP,resnet18,cifar10,0.9
40,177033044704.0,0.0696439072489738,9.376335583510809e-06,97.5,0.1400668919086456,5.534870524570579e-06,92.68,43,0.001,LAMP,resnet18,cifar10,0.9
50,220176759904.0,0.0625849217176437,8.012114449229557e-06,97.96,0.1399237513542175,7.035804173938232e-06,92.87,43,0.001,LAMP,resnet18,cifar10,0.9
60,263320475104.0,0.0679337233304977,7.7067534220987e-06,97.84,0.1378917843103408,7.289036147994921e-06,92.86,43,0.001,LAMP,resnet18,cifar10,0.9
70,306464190304.0,0.0603397972881794,7.901038770796731e-06,97.8,0.1288036555051803,7.83148698246805e-06,92.9,43,0.001,LAMP,resnet18,cifar10,0.9
80,349607905504.0,0.056168295443058,8.250617611338384e-06,97.96,0.1353306621313095,9.694758773548529e-06,93.06,43,0.001,LAMP,resnet18,cifar10,0.9
90,392751620704.0,0.0482224337756633,1.2462473023333588e-05,98.2,0.1384290158748626,1.0676320925995242e-05,93.13,43,0.001,LAMP,resnet18,cifar10,0.9
-1,143776624.0,0.877771258354187,3.6031697163707577e-06,79.9,0.7784002423286438,3.3677727060421603e-06,79.64,44,0.001,LAMP,resnet18,cifar10,0.9
0,4457075344.0,0.4891903102397918,2.9674331472051563e-06,91.26,0.4258163571357727,2.353786385356216e-06,88.18,44,0.001,LAMP,resnet18,cifar10,0.9
10,47590062544.0,0.1122518628835678,5.229355792835122e-06,96.64,0.1637861877679824,2.963912265840918e-06,92.33,44,0.001,LAMP,resnet18,cifar10,0.9
20,90723049744.0,0.1088023632764816,4.882139364781324e-06,96.78,0.15089151263237,3.1538697840005625e-06,92.46,44,0.001,LAMP,resnet18,cifar10,0.9
30,133856036944.0,0.1009955257177352,5.5828668337198906e-06,97.04,0.1472828835248947,3.4443685308360728e-06,92.55,44,0.001,LAMP,resnet18,cifar10,0.9
40,176989024144.0,0.0761084556579589,6.469646450568689e-06,97.72,0.1350233703851699,4.892947799817193e-06,92.79,44,0.001,LAMP,resnet18,cifar10,0.9
50,220122011344.0,0.0577714592218399,5.874886937817792e-06,97.68,0.117050677537918,6.204048986546695e-06,92.77,44,0.001,LAMP,resnet18,cifar10,0.9
60,263254998544.0,0.0651794746518135,6.546325494127814e-06,97.72,0.1241430714726448,6.181100616231561e-06,92.81,44,0.001,LAMP,resnet18,cifar10,0.9
70,306387985744.0,0.0659267082810401,9.669365681475028e-06,97.9,0.1148603856563568,6.833938641648274e-06,92.91,44,0.001,LAMP,resnet18,cifar10,0.9
80,349520972944.0,0.0492975004017353,1.167925165646011e-05,97.9,0.1258981376886367,7.868517968745437e-06,93.03,44,0.001,LAMP,resnet18,cifar10,0.9
90,392653960144.0,0.0565697588026523,1.0175481293117628e-05,98.14,0.127442866563797,9.049106665770523e-06,93.08,44,0.001,LAMP,resnet18,cifar10,0.9
-1,143923696.0,0.8313977122306824,4.137262294534594e-06,82.26,0.7644771337509155,3.884887519234326e-06,81.29,45,0.001,LAMP,resnet18,cifar10,0.9
0,4461634576.0,0.5137861967086792,3.2507721243746346e-06,91.7,0.4504336714744568,2.908188889705343e-06,88.36,45,0.001,LAMP,resnet18,cifar10,0.9
