Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
30,122606547952.0,0.4101344645023346,3.745437027191656e-07,69.08,0.40349942445755,4.5761038336422644e-07,67.83,62,0.001,resnet18,GMP,cifar10,0.9
40,162114565552.0,0.3076297342777252,6.134120553724642e-07,84.22,0.3168981671333313,9.635234619054245e-07,81.6,62,0.001,resnet18,GMP,cifar10,0.9
50,201622583152.0,0.2889681458473205,2.235636202385649e-06,86.8,0.3028317987918854,2.791833821902401e-06,84.19,62,0.001,resnet18,GMP,cifar10,0.9
60,241130600752.0,0.2867478728294372,3.398650960662053e-06,87.34,0.3011589050292969,3.3869662274810253e-06,84.16,62,0.001,resnet18,GMP,cifar10,0.9
70,280638618352.0,0.284708023071289,4.702208570961375e-06,86.82,0.2995580732822418,4.6565933189413045e-06,84.29,62,0.001,resnet18,GMP,cifar10,0.9
80,320146635952.0,0.2628746628761291,1.193016032630112e-05,86.8,0.273744523525238,1.3665609913005028e-05,83.96,62,0.001,resnet18,GMP,cifar10,0.9
90,359654653552.0,0.2204421758651733,2.133329508069437e-05,87.1,0.2265372425317764,2.6496671125642024e-05,84.2,62,0.001,resnet18,GMP,cifar10,0.9
-1,131615824.0,0.5848527550697327,2.5048063889698824e-07,30.94,0.5798555016517639,2.578605062808492e-07,31.16,63,0.001,resnet18,GMP,cifar10,0.9
0,4080090544.0,0.5748974084854126,2.831237964073807e-07,31.72,0.5713087320327759,2.602494646453124e-07,32.11,63,0.001,resnet18,GMP,cifar10,0.9
10,43564837744.0,0.4484696686267853,2.972684285396099e-07,55.38,0.4515761733055115,3.47657532984158e-07,55.21,63,0.001,resnet18,GMP,cifar10,0.9
20,83049584944.0,0.4277192056179046,3.318850474443025e-07,62.0,0.4323915541172027,3.594833231090888e-07,60.32,63,0.001,resnet18,GMP,cifar10,0.9
30,122534332144.0,0.3949854969978332,2.528178697502881e-07,69.14,0.3995879590511322,3.980562155447842e-07,67.88,63,0.001,resnet18,GMP,cifar10,0.9
40,162019079344.0,0.3043507635593414,4.6670385245306534e-07,83.12,0.3163297772407532,6.62149204799789e-07,81.31,63,0.001,resnet18,GMP,cifar10,0.9
50,201503826544.0,0.2924816906452179,1.3528677982321824e-06,87.88,0.3031632006168365,1.6654657883918844e-06,84.75,63,0.001,resnet18,GMP,cifar10,0.9
60,240988573744.0,0.2958796918392181,1.8762723357212965e-06,87.92,0.302584707736969,2.0261559257050976e-06,84.92,63,0.001,resnet18,GMP,cifar10,0.9
70,280473320944.0,0.2960487902164459,2.6571731268631997e-06,87.9,0.300625592470169,2.727331093410612e-06,85.0,63,0.001,resnet18,GMP,cifar10,0.9
80,319958068144.0,0.279927134513855,6.565679541381542e-06,87.4,0.2833198010921478,7.53452195567661e-06,84.38,63,0.001,resnet18,GMP,cifar10,0.9
90,359442815344.0,0.2440995872020721,1.6239218894043006e-05,86.98,0.2447599917650222,1.5126495782169512e-05,84.39,63,0.001,resnet18,GMP,cifar10,0.9
-1,131714656.0,0.5884611010551453,2.068586724135457e-07,29.98,0.5832449793815613,2.86687651396278e-07,30.68,64,0.001,resnet18,GMP,cifar10,0.9
0,4083154336.0,0.5808020830154419,2.0166054071069087e-07,30.5,0.5759660005569458,2.894713020396012e-07,31.35,64,0.001,resnet18,GMP,cifar10,0.9
10,43597551136.0,0.4694080948829651,2.708129898110201e-07,49.54,0.4677733182907104,3.622568840455642e-07,51.44,64,0.001,resnet18,GMP,cifar10,0.9
20,83111947936.0,0.4514837563037872,2.775356904294313e-07,54.92,0.4495144188404083,3.83135073889207e-07,56.58,64,0.001,resnet18,GMP,cifar10,0.9
30,122626344736.0,0.4196357429027557,2.9166238846300985e-07,64.26,0.4186484515666961,4.228963348396064e-07,64.41,64,0.001,resnet18,GMP,cifar10,0.9
40,162140741536.0,0.3178627789020538,4.514870397542836e-07,82.88,0.3242934942245483,7.118097187230887e-07,81.96,64,0.001,resnet18,GMP,cifar10,0.9
50,201655138336.0,0.2952040731906891,1.0538864216869117e-06,86.96,0.3053936064243316,1.6705289453966543e-06,84.8,64,0.001,resnet18,GMP,cifar10,0.9
60,241169535136.0,0.2919175028800964,1.6594135558989365e-06,87.16,0.3049615919589996,2.035074430750683e-06,84.81,64,0.001,resnet18,GMP,cifar10,0.9
70,280683931936.0,0.2875844538211822,2.3149889329943107e-06,87.32,0.3020046949386596,2.841418563548359e-06,84.86,64,0.001,resnet18,GMP,cifar10,0.9
80,320198328736.0,0.2798480689525604,7.232711595861474e-06,86.12,0.3017819821834564,9.043255886354018e-06,84.02,64,0.001,resnet18,GMP,cifar10,0.9
90,359712725536.0,0.2419922649860382,1.6370153389289044e-05,85.68,0.2710593044757843,1.9042339772568084e-05,84.06,64,0.001,resnet18,GMP,cifar10,0.9
-1,131681008.0,0.6066497564315796,2.2131877130959765e-07,29.1,0.5920809507369995,3.239447039504739e-07,29.58,65,0.001,resnet18,GMP,cifar10,0.9
0,4082111248.0,0.5975607633590698,2.699871686218103e-07,29.48,0.5830763578414917,3.226718661153427e-07,30.25,65,0.001,resnet18,GMP,cifar10,0.9
10,43586413648.0,0.4700004458427429,2.8057070267095696e-07,50.34,0.4569897949695587,3.841371096768853e-07,51.99,65,0.001,resnet18,GMP,cifar10,0.9
20,83090716048.0,0.448876291513443,2.912135244059755e-07,56.54,0.4364614486694336,4.080186499777483e-07,57.22,65,0.001,resnet18,GMP,cifar10,0.9
30,122595018448.0,0.4131085276603699,3.330037543491926e-07,66.36,0.4014483690261841,4.4750490246769925e-07,66.38,65,0.001,resnet18,GMP,cifar10,0.9
40,162099320848.0,0.3064430952072143,6.137986474641366e-07,84.66,0.3069862425327301,7.99240410742641e-07,81.91,65,0.001,resnet18,GMP,cifar10,0.9
50,201603623248.0,0.2889586091041565,1.835073248912522e-06,87.46,0.3049777746200561,2.0935094653395936e-06,84.05,65,0.001,resnet18,GMP,cifar10,0.9
60,241107925648.0,0.2844833731651306,2.473034555805498e-06,87.24,0.3069824278354645,2.53977805186878e-06,84.1,65,0.001,resnet18,GMP,cifar10,0.9
70,280612228048.0,0.2842559814453125,3.296705017419299e-06,87.32,0.3083244860172272,3.466258249318344e-06,84.08,65,0.001,resnet18,GMP,cifar10,0.9
80,320116530448.0,0.2744042873382568,7.681743227294646e-06,85.84,0.3111773431301117,9.864952517091297e-06,83.86,65,0.001,resnet18,GMP,cifar10,0.9
90,359620832848.0,0.2364078313112259,1.455552046536468e-05,87.44,0.2791078686714172,1.885287929326296e-05,84.2,65,0.001,resnet18,GMP,cifar10,0.9
-1,131578480.0,0.5917204022407532,2.50027227366445e-07,31.34,0.5783913731575012,2.826458000981802e-07,31.34,66,0.001,resnet18,GMP,cifar10,0.9
0,4078932880.0,0.5848279595375061,2.742243623288232e-07,32.0,0.5717045664787292,2.785743618005654e-07,32.13,66,0.001,resnet18,GMP,cifar10,0.9
10,43552476880.0,0.4733193516731262,2.569762784787599e-07,52.26,0.4637357592582702,3.2873015243239934e-07,53.26,66,0.001,resnet18,GMP,cifar10,0.9
20,83026020880.0,0.4544741809368133,2.319873146916507e-07,58.64,0.4454270601272583,3.480480472717318e-07,58.05,66,0.001,resnet18,GMP,cifar10,0.9
30,122499564880.0,0.4218637347221374,3.0104519055385026e-07,66.58,0.4146590232849121,3.810080784205639e-07,65.66,66,0.001,resnet18,GMP,cifar10,0.9
40,161973108880.0,0.3202895224094391,6.119155955275346e-07,82.84,0.3220582902431488,6.916724828442966e-07,80.89,66,0.001,resnet18,GMP,cifar10,0.9
50,201446652880.0,0.2908669412136078,1.9176907244400354e-06,86.58,0.3053342401981354,1.9209157926525222e-06,83.94,66,0.001,resnet18,GMP,cifar10,0.9
60,240920196880.0,0.2875928580760956,2.7163507638761075e-06,86.98,0.3051682114601135,2.328186155864387e-06,83.92,66,0.001,resnet18,GMP,cifar10,0.9
70,280393740880.0,0.2904759049415588,2.8441459107853007e-06,87.3,0.3064168989658355,3.206816245437949e-06,83.78,66,0.001,resnet18,GMP,cifar10,0.9
80,319867284880.0,0.2733722031116485,8.067119779298082e-06,85.66,0.3038569688796997,9.605529157852288e-06,83.4,66,0.001,resnet18,GMP,cifar10,0.9
90,359340828880.0,0.2388649582862854,1.5110594176803716e-05,86.48,0.2733537256717682,1.9121005607303232e-05,83.65,66,0.001,resnet18,GMP,cifar10,0.9
-1,131645920.0,0.5926901698112488,2.313949067911381e-07,31.24,0.571246325969696,2.888501455799997e-07,32.27,67,0.001,resnet18,GMP,cifar10,0.9
0,4081023520.0,0.5844663977622986,2.486600010342954e-07,32.3,0.5631108283996582,2.85126191101881e-07,32.87,67,0.001,resnet18,GMP,cifar10,0.9
10,43574799520.0,0.4657407999038696,2.4467084358548163e-07,54.24,0.4509044885635376,3.510544956952799e-07,54.63,67,0.001,resnet18,GMP,cifar10,0.9
20,83068575520.0,0.4461278617382049,2.694807221814699e-07,59.9,0.4320856034755707,3.691444590003812e-07,59.62,67,0.001,resnet18,GMP,cifar10,0.9
30,122562351520.0,0.4099214375019073,3.414616855934583e-07,68.1,0.3997698724269867,4.044240426992474e-07,67.2,67,0.001,resnet18,GMP,cifar10,0.9
40,162056127520.0,0.3069900870323181,8.077483926172135e-07,82.74,0.3173527419567108,8.700428111296787e-07,81.0,67,0.001,resnet18,GMP,cifar10,0.9
50,201549903520.0,0.2891035079956054,1.7953676660908968e-06,87.12,0.3093439936637878,2.362803343203268e-06,84.11,67,0.001,resnet18,GMP,cifar10,0.9
60,241043679520.0,0.2911397218704223,2.6441796308063203e-06,86.56,0.3104802072048187,2.8360661872284254e-06,84.06,67,0.001,resnet18,GMP,cifar10,0.9
70,280537455520.0,0.2851823270320892,3.348995051055681e-06,86.86,0.3098026514053345,3.7588754366879584e-06,84.06,67,0.001,resnet18,GMP,cifar10,0.9
80,320031231520.0,0.2827201187610626,6.796181423851522e-06,85.7,0.3051686286926269,1.0198709787800908e-05,83.68,67,0.001,resnet18,GMP,cifar10,0.9
90,359525007520.0,0.2321118414402008,1.939877074619289e-05,86.3,0.2616527080535888,2.0037432477693077e-05,83.91,67,0.001,resnet18,GMP,cifar10,0.9
-1,131680000.0,0.5821217894554138,2.765612805433193e-07,31.16,0.5681937336921692,2.816893811541377e-07,32.29,68,0.001,resnet18,GMP,cifar10,0.9
0,4082080000.0,0.5735209584236145,2.2413796330056362e-07,32.28,0.5602400302886963,2.8161750265098817e-07,33.09,68,0.001,resnet18,GMP,cifar10,0.9
10,43586080000.0,0.4569443464279175,2.620143675358122e-07,53.1,0.4513140618801117,3.628326510352053e-07,54.23,68,0.001,resnet18,GMP,cifar10,0.9
20,83090080000.0,0.4392236769199371,2.9864472139706777e-07,58.86,0.4336476027965545,3.843286719984462e-07,59.04,68,0.001,resnet18,GMP,cifar10,0.9
30,122594080000.0,0.4062922298908233,3.066040790145053e-07,67.88,0.4031023383140564,4.24948211730225e-07,66.73,68,0.001,resnet18,GMP,cifar10,0.9
40,162098080000.0,0.312373399734497,5.41227052508475e-07,81.28,0.3156740963459015,7.690900929446798e-07,80.28,68,0.001,resnet18,GMP,cifar10,0.9
50,201602080000.0,0.2877705991268158,1.6554628246012726e-06,86.46,0.2945394515991211,1.963975819307961e-06,84.02,68,0.001,resnet18,GMP,cifar10,0.9
60,241106080000.0,0.2827362418174743,2.5091621864703484e-06,86.62,0.2924687266349792,2.3377563138637925e-06,84.0,68,0.001,resnet18,GMP,cifar10,0.9
70,280610080000.0,0.2790148854255676,2.032205202340265e-06,86.92,0.2898145616054535,3.1555277928418946e-06,84.11,68,0.001,resnet18,GMP,cifar10,0.9
80,320114080000.0,0.2553884088993072,6.947042038518703e-06,86.86,0.2718915939331054,8.448303560726345e-06,84.09,68,0.001,resnet18,GMP,cifar10,0.9
90,359618080000.0,0.2228303700685501,1.5337229342549108e-05,87.02,0.2409013956785202,1.5976325812516734e-05,84.5,68,0.001,resnet18,GMP,cifar10,0.9
-1,131759584.0,0.5940182209014893,2.371248939425641e-07,29.86,0.5791887640953064,2.776525036551903e-07,30.88,69,0.001,resnet18,GMP,cifar10,0.9
0,4084547104.0,0.5834217071533203,2.756480341759016e-07,30.22,0.5703192949295044,2.7436396976554533e-07,31.67,69,0.001,resnet18,GMP,cifar10,0.9
10,43612422304.0,0.4556210041046142,2.445729876399128e-07,54.72,0.4487846493721008,3.399082970645395e-07,55.57,69,0.001,resnet18,GMP,cifar10,0.9
20,83140297504.0,0.4358950555324554,2.530865401695337e-07,60.82,0.4289843142032623,3.586456216453371e-07,60.65,69,0.001,resnet18,GMP,cifar10,0.9
30,122668172704.0,0.4010980725288391,3.024588011157903e-07,69.34,0.3953128755092621,3.96016645254349e-07,69.03,69,0.001,resnet18,GMP,cifar10,0.9
40,162196047904.0,0.3062607645988464,6.23703783730889e-07,84.12,0.3054704368114471,7.96179563167243e-07,82.12,69,0.001,resnet18,GMP,cifar10,0.9
50,201723923104.0,0.2817465364933014,1.483157575421501e-06,87.88,0.289177805185318,2.179255943701719e-06,84.43,69,0.001,resnet18,GMP,cifar10,0.9
60,241251798304.0,0.2776539921760559,2.159496716558351e-06,88.32,0.287434309720993,2.644740106916288e-06,84.49,69,0.001,resnet18,GMP,cifar10,0.9
70,280779673504.0,0.2748903930187225,3.3174919735756703e-06,87.38,0.2868016958236694,3.649720611065277e-06,84.42,69,0.001,resnet18,GMP,cifar10,0.9
80,320307548704.0,0.2512902021408081,8.710881047591101e-06,86.68,0.2775822579860687,1.0997252502420451e-05,83.79,69,0.001,resnet18,GMP,cifar10,0.9
90,359835423904.0,0.2156734764575958,2.1640105842379853e-05,86.92,0.2620203495025635,2.25250878429506e-05,83.89,69,0.001,resnet18,GMP,cifar10,0.9
-1,131642464.0,0.6146805286407471,2.963741394523822e-07,29.0,0.5814753770828247,3.022503847205371e-07,30.68,70,0.001,resnet18,GMP,cifar10,0.9
0,4080916384.0,0.6062268614768982,2.611472780245095e-07,29.28,0.5730421543121338,2.970569141780288e-07,31.4,70,0.001,resnet18,GMP,cifar10,0.9
10,43573655584.0,0.4807846248149872,2.59913520039845e-07,50.74,0.4549351334571838,3.439467377575056e-07,52.6,70,0.001,resnet18,GMP,cifar10,0.9
20,83066394784.0,0.4622441232204437,2.512065577775502e-07,56.44,0.4362741708755493,3.6058668229088653e-07,57.88,70,0.001,resnet18,GMP,cifar10,0.9
30,122559133984.0,0.4300426542758941,2.911256729021261e-07,65.12,0.4046905934810638,3.9224190118147817e-07,66.04,70,0.001,resnet18,GMP,cifar10,0.9
40,162051873184.0,0.3145192563533783,4.063209644300514e-07,85.66,0.2952101528644562,6.44345391265233e-07,83.9,70,0.001,resnet18,GMP,cifar10,0.9
50,201544612384.0,0.271945983171463,9.150093660537096e-07,87.9,0.2674181461334228,1.535202045488404e-06,85.19,70,0.001,resnet18,GMP,cifar10,0.9
60,241037351584.0,0.2718265652656555,1.840027039179404e-06,87.44,0.2670562863349914,1.8616448187458443e-06,85.07,70,0.001,resnet18,GMP,cifar10,0.9
70,280530090784.0,0.2666512727737427,2.0261147710698424e-06,87.34,0.2706314623355865,2.61447735283582e-06,84.78,70,0.001,resnet18,GMP,cifar10,0.9
80,320022829984.0,0.2682012319564819,6.075233159208437e-06,85.48,0.2869174480438232,8.807083759165835e-06,83.95,70,0.001,resnet18,GMP,cifar10,0.9
90,359515569184.0,0.2340437918901443,1.4750011359865312e-05,85.46,0.2530863881111145,1.9501158021739684e-05,83.99,70,0.001,resnet18,GMP,cifar10,0.9
-1,131665648.0,0.5872840881347656,2.694380611956149e-07,30.98,0.582378625869751,2.964426926155284e-07,31.58,71,0.001,resnet18,GMP,cifar10,0.9
0,4081635088.0,0.5786338448524475,2.541294179536635e-07,31.82,0.5750366449356079,2.918473569479829e-07,32.27,71,0.001,resnet18,GMP,cifar10,0.9
10,43581329488.0,0.4618437886238098,2.559569622917479e-07,54.32,0.4649650752544403,3.593963810999412e-07,53.77,71,0.001,resnet18,GMP,cifar10,0.9
20,83081023888.0,0.4418965578079223,2.7465603125165217e-07,60.2,0.4463083148002624,3.787400260080176e-07,58.45,71,0.001,resnet18,GMP,cifar10,0.9
30,122580718288.0,0.4092971384525299,3.260344385580538e-07,67.96,0.4149786829948425,4.185011448498699e-07,66.22,71,0.001,resnet18,GMP,cifar10,0.9
40,162080412688.0,0.313311755657196,8.023245641197718e-07,81.4,0.3285691142082214,8.505039659212343e-07,80.16,71,0.001,resnet18,GMP,cifar10,0.9
50,201580107088.0,0.2949460446834564,2.018601662712172e-06,87.26,0.3135452568531036,2.2638189420831623e-06,84.05,71,0.001,resnet18,GMP,cifar10,0.9
60,241079801488.0,0.2964818775653839,2.996138846356189e-06,87.24,0.3112521767616272,2.7010996745957527e-06,84.18,71,0.001,resnet18,GMP,cifar10,0.9
70,280579495888.0,0.2923205494880676,3.63218032362056e-06,87.56,0.3078226149082184,3.586452521631145e-06,84.42,71,0.001,resnet18,GMP,cifar10,0.9
80,320079190288.0,0.2776205241680145,7.95177311374573e-06,86.54,0.2930467128753662,9.48707020143047e-06,83.88,71,0.001,resnet18,GMP,cifar10,0.9
90,359578884688.0,0.2378458082675933,1.172251722891815e-05,86.06,0.2639433741569519,1.785393396858126e-05,84.22,71,0.001,resnet18,GMP,cifar10,0.9
-1,131646304.0,0.5854828953742981,2.361365432079765e-07,31.98,0.5665382742881775,2.916169989930495e-07,32.34,72,0.001,resnet18,GMP,cifar10,0.9
0,4081035424.0,0.5775607824325562,2.6437243150212453e-07,32.88,0.5592873096466064,2.906839995375776e-07,32.97,72,0.001,resnet18,GMP,cifar10,0.9
10,43574926624.0,0.460983395576477,2.732892596668535e-07,55.34,0.446351408958435,3.640811030436453e-07,56.19,72,0.001,resnet18,GMP,cifar10,0.9
20,83068817824.0,0.4420456886291504,3.4559801065370266e-07,61.06,0.4267887771129608,3.8337358887474693e-07,61.2,72,0.001,resnet18,GMP,cifar10,0.9
30,122562709024.0,0.407716155052185,3.595574185055739e-07,69.56,0.3932044506072998,4.236933079937444e-07,69.2,72,0.001,resnet18,GMP,cifar10,0.9
40,162056600224.0,0.3101443946361542,6.334331033031049e-07,83.9,0.3076161742210388,7.837915063646506e-07,82.39,72,0.001,resnet18,GMP,cifar10,0.9
50,201550491424.0,0.2892440855503082,1.7246895822609076e-06,86.72,0.2999162375926971,2.0531242626020685e-06,84.32,72,0.001,resnet18,GMP,cifar10,0.9
60,241044382624.0,0.2854373157024383,2.6857519515033346e-06,87.46,0.3006162941455841,2.485609684299561e-06,84.32,72,0.001,resnet18,GMP,cifar10,0.9
70,280538273824.0,0.281436413526535,2.7465600851428462e-06,86.7,0.3010242879390716,3.4000456707872218e-06,84.17,72,0.001,resnet18,GMP,cifar10,0.9
80,320032165024.0,0.2640653550624847,6.332235443551326e-06,86.3,0.2978697121143341,9.629256965126842e-06,83.81,72,0.001,resnet18,GMP,cifar10,0.9
90,359526056224.0,0.2262917011976242,1.4784339327889027e-05,85.66,0.2663235962390899,1.8948241631733254e-05,84.29,72,0.001,resnet18,GMP,cifar10,0.9
-1,131795728.0,0.6031397581100464,3.257805758494215e-07,31.2,0.5743556022644043,3.099248147009348e-07,31.91,73,0.001,resnet18,GMP,cifar10,0.9
0,4085667568.0,0.5946550965309143,2.570425294834422e-07,31.82,0.5670566558837891,3.110985744569917e-07,32.7,73,0.001,resnet18,GMP,cifar10,0.9
10,43624385968.0,0.4791176915168762,3.024751720204222e-07,55.62,0.4554117023944855,3.785980311477033e-07,56.09,73,0.001,resnet18,GMP,cifar10,0.9
20,83163104368.0,0.4588357508182525,2.646789027949126e-07,61.52,0.4360978603363037,4.0041334159468533e-07,60.99,73,0.001,resnet18,GMP,cifar10,0.9
30,122701822768.0,0.4260541498661041,3.582439660476666e-07,70.44,0.4031108021736145,4.406873586049187e-07,68.87,73,0.001,resnet18,GMP,cifar10,0.9
40,162240541168.0,0.3218553066253662,7.575459903819137e-07,85.2,0.3136790096759796,9.076977107724816e-07,82.77,73,0.001,resnet18,GMP,cifar10,0.9
50,201779259568.0,0.2857067286968231,2.700906861718977e-06,87.94,0.2986165881156921,2.5384015316376463e-06,84.43,73,0.001,resnet18,GMP,cifar10,0.9
60,241317977968.0,0.2865222692489624,3.239390025555622e-06,88.12,0.2988370358943939,3.117945880148909e-06,84.35,73,0.001,resnet18,GMP,cifar10,0.9
70,280856696368.0,0.2772313952445984,3.909073257091222e-06,88.08,0.2984438836574554,4.329171588324243e-06,84.28,73,0.001,resnet18,GMP,cifar10,0.9
80,320395414768.0,0.2600001096725464,1.1453272236394696e-05,86.54,0.2953388094902038,1.312102540396154e-05,83.66,73,0.001,resnet18,GMP,cifar10,0.9
90,359934133168.0,0.2223400473594665,2.118564589181915e-05,86.44,0.2738589346408844,2.489276266715024e-05,83.69,73,0.001,resnet18,GMP,cifar10,0.9
-1,131594800.0,0.5684304237365723,2.3550295225049922e-07,30.44,0.5652346014976501,2.888111509946612e-07,30.75,74,0.001,resnet18,GMP,cifar10,0.9
0,4079438800.0,0.5596422553062439,2.3471771726235602e-07,31.26,0.5580019354820251,2.855744867247268e-07,31.53,74,0.001,resnet18,GMP,cifar10,0.9
10,43557878800.0,0.4475021660327911,2.66543423776966e-07,52.86,0.4484115839004516,3.449025882673596e-07,53.64,74,0.001,resnet18,GMP,cifar10,0.9
20,83036318800.0,0.427584707736969,2.962567862141441e-07,58.62,0.4293556213378906,3.595384896470933e-07,58.65,74,0.001,resnet18,GMP,cifar10,0.9
30,122514758800.0,0.395026296377182,2.845202971002436e-07,67.06,0.3964630961418152,3.906689300947619e-07,67.27,74,0.001,resnet18,GMP,cifar10,0.9
40,161993198800.0,0.2938436269760132,5.083661562821362e-07,83.82,0.2964927852153778,6.919769361957151e-07,82.28,74,0.001,resnet18,GMP,cifar10,0.9
50,201471638800.0,0.2776640355587005,1.531608290861186e-06,87.06,0.2847248613834381,1.7871089994514475e-06,84.44,74,0.001,resnet18,GMP,cifar10,0.9
60,240950078800.0,0.2772754728794098,2.141594222848653e-06,86.78,0.2852026224136352,2.126616891473532e-06,84.46,74,0.001,resnet18,GMP,cifar10,0.9
70,280428518800.0,0.2743544578552246,2.787987568808603e-06,86.8,0.2843104302883148,2.834404085660936e-06,84.43,74,0.001,resnet18,GMP,cifar10,0.9
80,319906958800.0,0.266973465681076,7.360952622548211e-06,85.52,0.2783128917217254,7.75417902332265e-06,83.76,74,0.001,resnet18,GMP,cifar10,0.9
90,359385398800.0,0.2458328753709793,1.2994741155125666e-05,86.24,0.2527694404125213,1.4498468772217166e-05,83.89,74,0.001,resnet18,GMP,cifar10,0.9
-1,131669392.0,0.5644813776016235,2.879077385387063e-07,32.48,0.5754831433296204,3.479149768281786e-07,32.4,75,0.001,resnet18,GMP,cifar10,0.9
0,4081751152.0,0.5568044781684875,3.586305012959201e-07,32.86,0.5681284666061401,3.399655099656229e-07,32.93,75,0.001,resnet18,GMP,cifar10,0.9
10,43582568752.0,0.4488469660282135,2.564669614457671e-07,52.46,0.4626208245754242,3.709629368131573e-07,52.75,75,0.001,resnet18,GMP,cifar10,0.9
20,83083386352.0,0.4314497113227844,2.737516524575767e-07,57.9,0.4444132447242737,3.927668785763672e-07,57.73,75,0.001,resnet18,GMP,cifar10,0.9
30,122584203952.0,0.3995623290538788,3.786845184095e-07,66.52,0.4124759435653686,4.351772417976463e-07,65.95,75,0.001,resnet18,GMP,cifar10,0.9
40,162085021552.0,0.3052306473255157,5.231991053733509e-07,84.02,0.3203001320362091,6.876357474538963e-07,81.93,75,0.001,resnet18,GMP,cifar10,0.9
50,201585839152.0,0.2980602383613586,1.620236048438528e-06,87.2,0.3125052452087402,1.6607453972028452e-06,84.31,75,0.001,resnet18,GMP,cifar10,0.9
60,241086656752.0,0.3025330007076263,1.243768451786309e-06,87.22,0.3118263483047485,1.976986595764174e-06,84.44,75,0.001,resnet18,GMP,cifar10,0.9
70,280587474352.0,0.2971630990505218,2.057335223071277e-06,87.56,0.308494359254837,2.6609457108861534e-06,84.46,75,0.001,resnet18,GMP,cifar10,0.9
80,320088291952.0,0.2848066687583923,6.0554384617717005e-06,86.16,0.2899700701236725,8.005414201761596e-06,84.19,75,0.001,resnet18,GMP,cifar10,0.9
90,359589109552.0,0.2408203482627868,1.737431375659071e-05,86.58,0.2419362068176269,1.7175141692860052e-05,84.28,75,0.001,resnet18,GMP,cifar10,0.9
-1,131623312.0,0.5955148339271545,2.933298333118728e-07,30.02,0.5800303220748901,2.573418385054538e-07,31.11,76,0.001,resnet18,GMP,cifar10,0.9
0,4080322672.0,0.5869967937469482,2.392376359239279e-07,30.86,0.5725973844528198,2.55333731047358e-07,31.87,76,0.001,resnet18,GMP,cifar10,0.9
10,43567316272.0,0.4708066880702972,2.5056451136151736e-07,51.5,0.4612139761447906,3.260260541537719e-07,52.14,76,0.001,resnet18,GMP,cifar10,0.9
20,83054309872.0,0.4520020186901092,2.36099893413666e-07,56.68,0.4423772692680359,3.414787386191165e-07,56.97,76,0.001,resnet18,GMP,cifar10,0.9
30,122541303472.0,0.4199043810367584,2.827433149832359e-07,65.98,0.4107451140880584,3.696478643178125e-07,65.1,76,0.001,resnet18,GMP,cifar10,0.9
40,162028297072.0,0.3043408393859863,5.636282480736554e-07,84.86,0.3034003674983978,6.179722049637348e-07,82.21,76,0.001,resnet18,GMP,cifar10,0.9
50,201515290672.0,0.2702381610870361,1.1348510042807902e-06,88.22,0.2802508175373077,1.519552483841835e-06,84.61,76,0.001,resnet18,GMP,cifar10,0.9
60,241002284272.0,0.2671074569225311,1.566363266647386e-06,88.54,0.2802531719207763,1.828972926887218e-06,84.81,76,0.001,resnet18,GMP,cifar10,0.9
70,280489277872.0,0.2664719521999359,1.763979753377498e-06,88.06,0.2832188010215759,2.485920049366541e-06,84.55,76,0.001,resnet18,GMP,cifar10,0.9
80,319976271472.0,0.2693519294261932,6.054449841030873e-06,86.68,0.3003588020801544,7.409445515804691e-06,84.12,76,0.001,resnet18,GMP,cifar10,0.9
90,359463265072.0,0.2379171699285507,1.3952478184364736e-05,86.3,0.2667690813541412,1.5669400454498827e-05,84.37,76,0.001,resnet18,GMP,cifar10,0.9
-1,131673904.0,0.5726874470710754,2.4279535182358813e-07,31.78,0.5668897032737732,2.946542565496202e-07,32.34,77,0.001,resnet18,GMP,cifar10,0.9
0,4081891024.0,0.5639647245407104,2.3088047385044774e-07,32.3,0.559463381767273,2.9342680818444933e-07,33.01,77,0.001,resnet18,GMP,cifar10,0.9
10,43584062224.0,0.4490837454795837,2.387766357969668e-07,55.72,0.4458909630775451,3.6566996186593325e-07,56.04,77,0.001,resnet18,GMP,cifar10,0.9
20,83086233424.0,0.4295331239700317,3.034390658740449e-07,61.68,0.4262873530387878,3.8651359091090853e-07,61.14,77,0.001,resnet18,GMP,cifar10,0.9
30,122588404624.0,0.3945368528366089,3.969434771988745e-07,70.98,0.3927855789661407,4.278294909454417e-07,69.35,77,0.001,resnet18,GMP,cifar10,0.9
40,162090575824.0,0.2980460226535797,5.248760999165825e-07,85.4,0.3024001717567444,7.611317300870724e-07,82.82,77,0.001,resnet18,GMP,cifar10,0.9
50,201592747024.0,0.2842252254486084,1.4928170912753558e-06,87.46,0.2921052873134613,2.0822974420298124e-06,84.28,77,0.001,resnet18,GMP,cifar10,0.9
60,241094918224.0,0.284795731306076,2.3756597329338547e-06,87.66,0.2929679453372955,2.535822659410769e-06,84.19,77,0.001,resnet18,GMP,cifar10,0.9
70,280597089424.0,0.281061589717865,2.7844287160405656e-06,87.94,0.2912829518318176,3.4645827327040024e-06,84.41,77,0.001,resnet18,GMP,cifar10,0.9
